key,0,1,2,3,4,5,6
164,1,0,195702,0,320,2501,"Weapon's Refrain"
165,3,0,197702,0,320,2501,"Weapon's Refrain"
166,4,0,198702,0,320,2501,"Weapon's Refrain"
167,5,0,199702,0,320,2501,"Weapon's Refrain"
168,1,0,195703,0,321,2502,"Epic of Alexander"
169,3,0,197703,0,321,2502,"Epic of Alexander"
170,4,0,198703,0,321,2502,"Epic of Alexander"
171,5,0,199703,0,321,2502,"Epic of Alexander"
172,1,0,195704,0,322,2503,"Dragonsong's Reprise"
173,3,0,197704,0,322,2503,"Dragonsong's Reprise"
174,4,0,198704,0,322,2503,"Dragonsong's Reprise"
175,5,0,199704,0,322,2503,"Dragonsong's Reprise"
176,2,0,194701,0,343,2400,"Sil'dihn Subterrane (Variant)"
177,3,0,197705,0,343,2400,"Sil'dihn Subterrane (Variant)"
178,0,0,0,0,0,0,""
179,5,0,199966,0,344,2304,"Last Dregs"
180,2,0,194012,0,1,11,"Café"
181,2,0,194013,0,1,12,"Quadrilled"
182,2,0,194014,0,1,13,"Sparkles"
183,2,0,194015,0,1,14,"Vertical Stripes"
184,2,0,194016,0,1,15,"Horizontal Stripes"
185,2,0,194017,0,1,16,"Hearts"
186,2,0,194018,0,1,17,"Chevron Stripes"
187,2,0,194019,0,1,18,"Symmetrical"
188,2,0,194020,0,1,19,"Gingham Check"
189,2,0,194021,0,1,20,"Crystal"
190,1,0,195012,0,1,11,"Far Eastern"
191,4,0,198012,0,1,11,"Zigzag"
192,4,0,198013,0,1,12,"Warm Tape"
193,4,0,198014,0,1,13,"Cool Tape"
194,5,0,199012,0,1,11,"Café"
195,5,0,199013,0,347,13,"Guitar Picks"
196,5,0,199014,0,347,12,"Violin"
197,5,1,76701,0,348,5082,"Mammet #001"
198,5,1,76702,0,349,5001,"Wayward Hatchling"
199,5,1,76703,0,350,5004,"Cherry Bomb"
200,5,1,76704,0,351,5005,"Baby Behemoth"
201,5,1,76705,0,352,5006,"Morbol Seedling"
202,5,1,76706,0,353,5009,"Dust Bunny"
203,5,1,76707,0,354,5010,"Cactuar Cutting"
204,5,1,76708,0,355,5011,"Smallshell"
205,5,1,76709,0,356,5021,"Goobbue Sproutling"
206,5,1,76710,0,357,5022,"Demon Brick"
207,5,1,76711,0,358,5087,"Wind-up Cursor"
208,5,1,76712,0,359,5062,"Wind-up Qiqirn"
209,5,1,76713,0,360,5012,"Wolf Pup"
210,5,1,76714,0,361,5007,"Coeurl Kitten"
211,5,1,76715,0,362,5008,"Wind-up Tonberry"
212,5,1,76716,0,363,5088,"Magic Broom"
213,5,1,76717,0,364,5003,"Wind-up Moogle"
214,5,1,76718,0,365,5040,"Nutkin"
215,5,1,76719,0,366,5041,"Fat Cat"
216,5,1,76720,0,367,5089,"Water Imp"
217,5,1,76721,0,368,5086,"Accompaniment Node"
218,5,1,76722,0,369,5031,"Paissa Brat"
219,5,1,76723,0,370,5033,"Korpokkur Kid"
220,5,1,76724,0,371,5050,"Odder Otter"
221,5,1,76725,0,372,5063,"Wind-up Namazu"
222,5,1,76726,0,373,5078,"Wind-up Khloe"
223,5,1,76727,0,374,5045,"Mameshiba"
224,5,1,76728,0,375,5047,"Great Serpent of Ronka"
225,5,1,76729,0,376,5064,"Giant Beaver"
226,5,1,76730,0,377,5055,"Major-General"
227,5,1,76731,0,378,5083,"Cait Sith Doll"
228,5,1,76732,0,379,5057,"Bluebird"
229,5,1,76733,0,380,5013,"Fledgling Dodo"
230,5,1,76734,0,381,5020,"Fledgling Apkallu"
231,5,1,76735,0,382,5023,"Tender Lamb"
232,5,1,76736,0,383,5014,"Kidragora"
233,5,1,76737,0,384,5025,"Tight-beaked Parrot"
234,5,1,76738,0,385,5027,"Wind-up Succubus"
235,5,1,76739,0,386,5079,"Wind-up Gilgamesh"
236,5,1,76740,0,387,5015,"Onion Prince"
237,5,1,76741,0,388,5016,"Eggplant Knight"
238,5,1,76742,0,389,5017,"Garlic Jester"
239,5,1,76743,0,390,5018,"Tomato King"
240,5,1,76744,0,391,5019,"Mandragora Queen"
241,5,1,76745,0,392,5081,"Wind-up Ultros"
242,5,1,76746,0,393,5080,"Enkidu"
243,5,1,76747,0,394,5029,"Atrophied Atomos"
244,5,1,76748,0,395,5030,"Gaelikitten"
245,5,1,76749,0,396,5042,"Lesser Panda"
246,5,1,76750,0,397,5059,"Penguin Prince"
247,5,1,76751,0,398,5090,"Piggy"
248,5,1,76752,0,399,5036,"Shaggy Shoat"
249,5,1,76753,0,400,5060,"Road Sparrow"
250,5,1,76754,0,401,5084,"Wind-up Chimera"
251,5,1,76755,0,402,5037,"Yukinko Snowflake"
252,5,1,76756,0,403,5043,"Fox Kit"
253,5,1,76757,0,404,5061,"Shoebill"
254,5,1,76758,0,405,5038,"Bacon Bits"
255,5,1,76759,0,406,5048,"Sand Fox"
256,5,1,76760,0,407,5056,"Much-coveted Mora"
257,5,0,199962,0,429,2300,"Dreamspinners"
258,5,0,199963,0,430,2301,"Stewards"
259,5,0,199964,0,431,2302,"Watts's Anvil"
260,5,0,199965,0,432,2303,"Hippo Riders"
261,5,0,199967,0,433,2305,"Dreaming Ways"
262,0,0,0,0,0,0,""
263,0,0,0,0,0,0,""
264,0,0,0,0,0,0,""
265,0,0,0,0,0,0,""
266,5,1,76761,0,435,5002,"Heavy Hatchling"
267,5,1,76762,0,436,5024,"Slime Puddle"
268,5,1,76763,0,437,5026,"Baby Opo-opo"
269,5,1,76764,0,438,5028,"Littlefoot"
270,5,1,76765,0,439,5032,"Shalloweye"
271,5,1,76766,0,440,5034,"Morpho"
272,5,1,76767,0,441,5035,"Poro Roggo"
273,5,1,76768,0,442,5039,"Drippy"
274,5,1,76769,0,443,5044,"Bom Boko"
275,5,1,76770,0,444,5046,"Hedgehoglet"
276,5,1,76771,0,445,5049,"Pterosquirrel"
277,5,1,76772,0,446,5051,"Ghido"
278,5,1,76773,0,447,5052,"Salt & Pepper Seal"
279,5,1,76774,0,448,5053,"Axolotl Eft"
280,5,1,76775,0,449,5054,"Bitty Duckbill"
281,5,1,76776,0,450,5058,"Ugly Duckling"
282,5,1,76777,0,451,5065,"Byakko Cub"
283,5,1,76778,0,452,5066,"Scarlet Peacock"
284,5,1,76779,0,453,5067,"Seitei"
285,5,1,76780,0,454,5068,"Wind-up Y'shtola"
286,5,1,76781,0,455,5069,"Wind-up Minfilia"
287,5,1,76782,0,456,5070,"Wind-up Thancred"
288,5,1,76783,0,457,5071,"Wind-up Yda"
289,5,1,76784,0,458,5072,"Wind-up Papalymo"
290,5,1,76785,0,459,5073,"Wind-up Urianger"
291,5,1,76786,0,460,5074,"Wind-up Alphinaud"
292,5,1,76787,0,461,5075,"Wind-up Alisaie"
293,5,1,76788,0,462,5076,"Wind-up Tataru"
294,5,1,76789,0,463,5077,"Wind-up Cid"
295,5,1,76790,0,464,5085,"Felicitous Fuzzball"
296,3,0,197711,0,465,2354,"Eureka Orthos"
297,3,0,197712,0,466,2355,"Enaretos"
298,4,0,198706,0,467,2250,"Four Lords"
299,4,0,198707,0,468,2340,"Island Vacation"
300,4,0,198708,0,469,2341,"Island Memories"
301,5,0,199706,0,468,2340,"Island Vacation"
302,5,0,199707,0,469,2341,"Island Memories"
303,0,0,0,0,0,0,""
304,0,0,0,0,0,0,""
305,0,0,0,0,0,0,""
306,0,0,0,0,0,0,""
307,0,0,0,0,0,0,""
308,0,0,0,0,0,0,""
309,0,0,0,0,0,0,""
310,0,0,0,0,0,0,""
311,0,0,0,0,0,0,""
312,0,0,0,0,0,0,""
313,0,0,0,0,0,0,""
314,0,0,0,0,0,0,""
315,0,0,0,0,0,0,""
316,0,0,0,0,0,0,""
317,0,0,0,0,0,0,""
318,0,0,0,0,0,0,""
319,0,0,0,0,0,0,""
320,0,0,0,0,0,0,""
321,0,0,0,0,0,0,""
322,0,0,0,0,0,0,""
323,0,0,0,0,0,0,""
324,0,0,0,0,0,0,""
325,0,0,0,0,0,0,""
326,0,0,0,0,0,0,""
327,0,0,0,0,0,0,""
328,0,0,0,0,0,0,""
329,0,0,0,0,0,0,""
330,0,0,0,0,0,0,""
331,0,0,0,0,0,0,""
332,0,0,0,0,0,0,""
333,0,0,0,0,0,0,""
334,0,0,0,0,0,0,""
335,0,0,0,0,0,0,""
336,0,0,0,0,0,0,""
337,0,0,0,0,0,0,""
338,0,0,0,0,0,0,""
339,0,0,0,0,0,0,""
340,0,0,0,0,0,0,""
341,0,0,0,0,0,0,""
342,0,0,0,0,0,0,""
343,0,0,0,0,0,0,""
344,0,0,0,0,0,0,""
345,0,0,0,0,0,0,""
346,0,0,0,0,0,0,""
347,0,0,0,0,0,0,""
348,0,0,0,0,0,0,""
349,0,0,0,0,0,0,""
350,0,0,0,0,0,0,""
351,0,0,0,0,0,0,""
352,0,0,0,0,0,0,""
353,0,0,0,0,0,0,""
354,0,0,0,0,0,0,""
355,0,0,0,0,0,0,""
356,0,0,0,0,0,0,""
357,0,0,0,0,0,0,""
358,0,0,0,0,0,0,""
359,0,0,0,0,0,0,""
360,0,0,0,0,0,0,""
361,0,0,0,0,0,0,""
362,0,0,0,0,0,0,""
363,0,0,0,0,0,0,""
364,0,0,0,0,0,0,""
365,0,0,0,0,0,0,""
366,0,0,0,0,0,0,""
367,0,0,0,0,0,0,""
368,0,0,0,0,0,0,""
369,0,0,0,0,0,0,""
370,0,0,0,0,0,0,""
371,0,0,0,0,0,0,""
372,0,0,0,0,0,0,""
373,0,0,0,0,0,0,""
374,0,0,0,0,0,0,""
375,0,0,0,0,0,0,""
376,0,0,0,0,0,0,""
377,0,0,0,0,0,0,""
378,0,0,0,0,0,0,""
379,0,0,0,0,0,0,""
380,0,0,0,0,0,0,""
381,0,0,0,0,0,0,""
382,0,0,0,0,0,0,""
383,0,0,0,0,0,0,""
384,0,0,0,0,0,0,""
385,0,0,0,0,0,0,""
386,0,0,0,0,0,0,""
387,0,0,0,0,0,0,""
388,0,0,0,0,0,0,""
389,0,0,0,0,0,0,""
390,0,0,0,0,0,0,""
391,0,0,0,0,0,0,""
392,0,0,0,0,0,0,""
393,0,0,0,0,0,0,""
394,0,0,0,0,0,0,""
395,0,0,0,0,0,0,""
396,0,0,0,0,0,0,""
397,0,0,0,0,0,0,""
398,0,0,0,0,0,0,""
399,0,0,0,0,0,0,""
400,0,0,0,0,0,0,""
