key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
10,"","","","","",0,0,False,False,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,False,0,False,False
11,"","","","","",0,0,False,False,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,False,0,False,False
12,"","","","","",0,0,False,False,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,False,0,False,False
13,"","","","","",0,0,False,False,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,False,0,False,False
14,"","","","","",0,0,False,False,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,False,0,False,False
15,"Duty Roulette: Alliance Raids","Alliance Raids","","A 24-member alliance raid will be selected at random from among those you have unlocked. Successful completion will earn you far greater rewards.

※Bonus EXP and gil will be awarded to compensate for the discrepancy between character and duty levels. A further percentage will then be added based on character level.
※The standard reward for this duty roulette category and all related bonuses are available once per day.","Duty Type: Alliance Raids",0,0,False,True,1,False,50,50,70,0,112259,9,120,120,50,0,0,8,142,5,0,0,9,1,0,120,0,True,True,False,False,2,0,False,0,False,True
16,"","","","","",0,0,False,False,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,False,0,False,False
17,"Duty Roulette: Normal Raids","Normal Raids","","An 8-man raid will be selected at random from among those you have unlocked. Successful completion will earn you far greater rewards.

※Bonus EXP and gil will be awarded to compensate for the discrepancy between character and duty levels. A further percentage will then be added based on character level.
※The standard reward for this duty roulette category and all related bonuses are available once per day. The “adventurer in need” reward is always available.","Duty Type: Normal Raids",1,0,False,True,1,False,60,60,170,0,112294,10,80,60,20,0,0,9,142,3,0,0,10,1,0,90,0,True,True,False,False,2,0,False,0,False,True
18,"Chocobo Race: Sagolii Road","Sagolii Road","","Dedicated men and women working in harmony with their feathered companions, thundering towards the finish line for fame and fortune─that, my friend, is chocobo racing!

※Race class will be determined by current chocobo rating.
※When participating as a party, race class will be determined by the lowest-rated chocobo.
※Chocobo attributes will be synced to the lowest-rated chocobo.
※Party chat is available between race participants.","",0,0,True,True,4,False,1,0,0,0,112086,0,0,0,0,0,0,32,109,23,3,8,-1,19,26,10,0,True,False,False,False,0,0,False,0,False,True
19,"Chocobo Race: Costa del Sol","Costa del Sol","","Dedicated men and women working in harmony with their feathered companions, thundering towards the finish line for fame and fortune─that, my friend, is chocobo racing!

※Race class will be determined by current chocobo rating.
※When participating as a party, race class will be determined by the lowest-rated chocobo.
※Chocobo attributes will be synced to the lowest-rated chocobo.
※Party chat is available between race participants.","",0,0,True,True,4,False,1,0,0,0,112084,0,0,0,0,0,0,33,109,23,3,8,-1,19,26,10,0,True,False,False,False,0,0,False,0,False,True
20,"Chocobo Race: Tranquil Paths","Tranquil Paths","","Dedicated men and women working in harmony with their feathered companions, thundering towards the finish line for fame and fortune─that, my friend, is chocobo racing!

※Race class will be determined by current chocobo rating.
※When participating as a party, race class will be determined by the lowest-rated chocobo.
※Chocobo attributes will be synced to the lowest-rated chocobo.
※Party chat is available between race participants.","",0,0,True,True,4,False,1,0,0,0,112085,0,0,0,0,0,0,34,109,23,3,8,-1,19,26,10,0,True,False,False,False,0,0,False,0,False,True
21,"Chocobo Race: Random","Random","","Dedicated men and women working in harmony with their feathered companions, thundering towards the finish line for fame and fortune─that, my friend, is chocobo racing!

※A course will be selected at random from those available.
※Race class will be determined by current chocobo rating.
※When participating as a party, race class will be determined by the lowest-rated chocobo.
※Chocobo attributes will be synced to the lowest-rated chocobo.
※Party chat is available between race participants.","",0,0,True,True,4,False,1,0,0,0,112295,0,0,0,0,0,0,31,109,23,3,8,-1,19,26,10,0,True,False,False,False,0,0,False,0,False,True
22,"Chocobo Race: Sagolii Road (No Rewards)","Sagolii Road (No Rewards)","","Dedicated men and women working in harmony with their feathered companions, thundering towards the finish line for fame and fortune─that, my friend, is chocobo racing!

※Race will only feature current party members.
※When participating as a party, race class will be determined by the lowest-rated chocobo.
※Chocobo attributes will be synced to the lowest-rated chocobo.
※No experience or prizes will be rewarded.
※Party chat is available between race participants.","",0,0,True,True,4,False,1,0,0,0,112086,0,0,0,0,0,0,36,109,23,3,8,-1,19,27,10,0,True,False,False,False,0,0,False,0,False,True
23,"Chocobo Race: Costa del Sol (No Rewards)","Costa del Sol (No Rewards)","","Dedicated men and women working in harmony with their feathered companions, thundering towards the finish line for fame and fortune─that, my friend, is chocobo racing!

※Race will only feature current party members.
※When participating as a party, race class will be determined by the lowest-rated chocobo.
※Chocobo attributes will be synced to the lowest-rated chocobo.
※No experience or prizes will be rewarded.
※Party chat is available between race participants.","",0,0,True,True,4,False,1,0,0,0,112084,0,0,0,0,0,0,37,109,23,3,8,-1,19,27,10,0,True,False,False,False,0,0,False,0,False,True
24,"Chocobo Race: Tranquil Paths (No Rewards)","Tranquil Paths (No Rewards)","","Dedicated men and women working in harmony with their feathered companions, thundering towards the finish line for fame and fortune─that, my friend, is chocobo racing!

※Race will only feature current party members.
※When participating as a party, race class will be determined by the lowest-rated chocobo.
※Chocobo attributes will be synced to the lowest-rated chocobo.
※No experience or prizes will be rewarded.
※Party chat is available between race participants.","",0,0,True,True,4,False,1,0,0,0,112085,0,0,0,0,0,0,38,109,23,3,8,-1,19,27,10,0,True,False,False,False,0,0,False,0,False,True
25,"Chocobo Race: Random (No Rewards)","Random (No Rewards)","","Dedicated men and women working in harmony with their feathered companions, thundering towards the finish line for fame and fortune─that, my friend, is chocobo racing!

※A course will be selected at random from those available.
※Race will only feature current party members.
※When participating as a party, race class will be determined by the lowest-rated chocobo.
※Chocobo attributes will be synced to the lowest-rated chocobo.
※Party chat is available between race participants.
※No experience or prizes will be rewarded.","",0,0,True,True,4,False,1,0,0,0,112295,0,0,0,0,0,0,35,109,23,3,8,-1,19,27,10,0,True,False,False,False,0,0,False,0,False,True
26,"Chocobo Race: Random","Random","","","",0,0,True,False,4,False,1,0,0,0,112295,0,0,0,0,0,0,34,109,23,3,8,-1,19,0,10,0,True,False,False,False,0,0,False,0,False,True
27,"Chocobo Race: Random","Random","","","",0,0,True,False,4,False,1,0,0,0,112295,0,0,0,0,0,0,35,109,23,3,8,-1,19,0,10,0,True,False,False,False,0,0,False,0,False,True
28,"Chocobo Race: Random","Random","","","",0,0,True,False,4,False,1,0,0,0,112295,0,0,0,0,0,0,36,109,23,3,8,-1,19,0,10,0,True,False,False,False,0,0,False,0,False,True
29,"Chocobo Race: Random","Random","","","",0,0,True,False,4,False,1,0,0,0,112295,0,0,0,0,0,0,37,109,23,3,8,-1,19,0,10,0,True,False,False,False,0,0,False,0,False,True
30,"Chocobo Race: Random","Random","","","",0,0,True,False,4,False,1,0,0,0,112295,0,0,0,0,0,0,38,109,23,3,8,-1,19,0,10,0,True,False,False,False,0,0,False,0,False,True
31,"Chocobo Race: Random","Random","","","",0,0,True,False,4,False,1,0,0,0,112295,0,0,0,0,0,0,39,109,23,3,8,-1,19,0,10,0,True,False,False,False,0,0,False,0,False,True
32,"Chocobo Race: Random","Random","","","",0,0,True,False,4,False,1,0,0,0,112295,0,0,0,0,0,0,40,109,23,3,8,-1,19,0,10,0,True,False,False,False,0,0,False,0,False,True
33,"Chocobo Race: Random","Random","","","",0,0,True,False,4,False,1,0,0,0,112295,0,0,0,0,0,0,41,109,23,3,8,-1,19,0,10,0,True,False,False,False,0,0,False,0,False,True
34,"Chocobo Race: Random","Random","","","",0,0,True,False,4,False,1,0,0,0,112295,0,0,0,0,0,0,42,109,23,3,8,-1,19,0,10,0,True,False,False,False,0,0,False,0,False,True
35,"Chocobo Race: Random","Random","","","",0,0,True,False,4,False,1,0,0,0,112295,0,0,0,0,0,0,43,109,23,3,8,-1,19,0,10,0,True,False,False,False,0,0,False,0,False,True
36,"Chocobo Race: Random","Random","","","",0,0,True,False,4,False,1,0,0,0,112295,0,0,0,0,0,0,44,109,23,3,8,-1,19,0,10,0,True,False,False,False,0,0,False,0,False,True
37,"Chocobo Race: Random","Random","","","",0,0,True,False,4,False,1,0,0,0,112295,0,0,0,0,0,0,45,109,23,3,8,-1,19,0,10,0,True,False,False,False,0,0,False,0,False,True
38,"Chocobo Race: Random","Random","","","",0,0,True,False,4,False,1,0,0,0,112295,0,0,0,0,0,0,46,109,23,3,8,-1,19,0,10,0,True,False,False,False,0,0,False,0,False,True
39,"","","","","",0,0,False,False,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,False,0,False,False
40,"Crystalline Conflict (Casual Match)","Casual Match","","A dazzling array of arenas await at the Grand Companies' glamour-woven tactical training grounds. Designed with adventurers in mind, these strategic confrontations of but few competitors make for a thrilling challenge for newcome pups and Wolves' Den regulars alike.

At the end of the crystal line, who will stand victorious? Will it be you?","",0,0,False,True,3,True,30,30,0,0,112471,0,0,0,0,0,0,47,146,29,3,1,-1,6,43,5,0,False,False,False,False,0,40027,False,0,False,True
41,"Crystalline Conflict (Ranked Match)","Ranked Match","","A dazzling array of arenas await at the Grand Companies' glamour-woven tactical training grounds. Designed with adventurers in mind, these strategic confrontations of but few competitors make for a thrilling challenge for newcome pups and Wolves' Den regulars alike.

At the end of the crystal line, who will stand victorious? Will it be you?

※Match results will affect Rising Stars and Crystal Credit.
※Players with comparable PvP tiers and risers will be matched with one another.
※Parties will be sorted by role, tier, riser, and credit to ensure relatively equal averages.","",0,0,False,True,3,True,30,30,0,0,112472,0,0,0,0,0,0,48,146,29,3,1,-1,6,43,5,0,False,False,False,False,0,40030,False,0,False,False
