key,0,1,2,3,4,5,6,7,8,9,10
45118,0,0,0,6104,0,6105,0,0,0,0,0
45119,0,0,6223,6224,0,0,0,0,0,0,0
45120,0,0,6968,6969,6970,0,0,0,0,0,0
45121,0,0,6971,6972,6974,6975,6977,0,0,0,0
45122,0,0,6971,6973,6974,6976,6977,0,0,0,0
45123,0,0,6978,6979,6980,0,6981,0,0,0,0
45124,0,0,0,6982,0,0,6983,0,0,0,0
45125,0,0,0,7535,0,7537,7538,0,0,0,0
45126,0,0,7539,7540,0,7541,7542,0,0,0,0
45127,0,0,0,7546,0,7547,0,0,0,0,0
45128,0,0,0,7548,0,7549,0,0,0,0,0
45129,0,0,8111,8116,0,0,8119,0,0,0,0
45130,0,0,0,8542,0,8543,0,0,0,0,0
45131,0,0,0,8544,0,8545,0,0,0,0,0
45132,0,0,0,8546,0,8547,0,0,0,0,0
45133,0,0,0,8549,0,8550,0,0,0,0,0
45134,0,0,0,8551,0,8552,0,0,0,0,0
45135,0,0,0,8553,0,8554,0,0,0,0,0
45136,0,0,0,8553,0,8555,0,0,0,0,0
45137,0,0,8557,8559,0,8560,8561,0,0,0,0
45138,0,0,8558,8559,0,8560,8561,0,0,0,0
45139,0,0,0,8669,8672,8675,8678,0,0,0,0
45140,0,0,0,8670,8673,8676,8679,0,0,0,0
45141,0,0,0,8671,8674,8677,8680,0,0,0,0
45142,0,0,8681,8684,0,8687,8690,0,0,0,0
45143,0,0,8682,8685,0,8688,8691,0,0,0,0
45144,0,0,8683,8686,0,8689,8692,0,0,0,0
45145,0,0,8706,8707,8708,8709,8710,0,0,0,0
45146,0,0,8711,8712,0,8713,8714,0,0,0,0
45147,0,0,9272,9273,0,9274,9275,0,0,0,0
45148,0,0,0,9283,0,9284,9285,0,0,0,0
45149,0,0,0,9286,0,9287,9288,0,0,0,0
45150,0,0,0,10005,10006,10007,10008,0,0,0,0
45151,0,0,10009,10010,10011,10012,10013,0,0,0,0
45152,0,0,0,10014,0,10015,0,0,0,0,0
45153,0,0,0,10017,0,10018,0,0,0,0,0
45154,0,0,0,10019,0,10020,0,0,0,0,0
45155,0,0,0,10021,0,10022,10023,0,0,0,0
45156,0,0,10032,10033,10034,10035,10036,9293,9292,9294,9295
45157,0,0,0,10042,10043,10044,10045,0,0,0,0
45158,0,0,0,10143,0,10144,0,0,0,0,0
45159,0,0,0,10316,0,10318,0,0,0,0,0
45160,0,0,0,10317,0,10319,0,0,0,0,0
45161,0,0,0,10320,0,10318,0,0,0,0,0
45162,0,0,0,10321,0,10319,0,0,0,0,0
45163,0,0,10387,10388,10389,10390,10391,0,0,0,0
45164,0,0,10392,10393,10394,10395,10396,0,0,0,0
45165,0,0,10397,10398,0,0,0,0,0,0,0
45166,0,0,12035,12036,12037,12038,12039,0,0,0,0
45167,0,0,13099,13100,13101,0,13102,0,0,0,0
45168,0,0,0,0,0,0,0,0,0,0,0
45169,0,0,0,0,0,0,0,0,0,0,0
45170,0,0,13251,13252,13253,13254,13255,0,0,0,0
45171,0,0,0,13266,0,13267,13268,0,0,0,0
45172,0,0,13269,13270,0,0,13271,0,0,0,0
45173,0,0,0,13272,0,13769,13770,0,0,0,0
45174,0,0,0,13300,0,0,13724,0,0,0,0
45175,0,0,0,13322,0,13691,13692,0,0,0,0
45176,0,0,0,13323,13693,13694,13695,0,0,0,0
45177,0,0,13324,13325,0,0,0,0,0,0,0
45178,0,0,13696,13326,13697,13698,13699,0,0,0,0
45179,0,0,0,13327,13700,13701,13702,0,0,0,0
45180,0,0,13330,13331,13332,13333,13334,0,0,0,0
45181,0,0,0,13639,0,0,13725,0,0,0,0
45182,0,0,0,13682,0,13683,13684,0,0,0,0
45183,0,0,13685,13686,0,0,13687,0,0,0,0
45184,0,0,0,13688,0,13771,13772,0,0,0,0
45185,0,0,0,13987,13988,13989,13990,0,0,0,0
45186,0,0,0,14830,0,14831,14832,0,0,0,0
45187,0,0,0,0,0,0,0,0,0,0,0
45188,0,0,0,14833,14834,14835,14836,0,0,0,0
45189,0,0,0,0,0,0,0,0,0,0,0
45190,0,0,0,14850,0,14851,0,0,0,0,0
45191,0,0,0,14852,0,14853,0,0,0,0,0
45192,0,0,14861,14862,0,0,0,0,0,0,0
45193,0,0,14863,14864,14865,14866,14867,0,0,0,0
45194,0,0,0,14869,0,14868,14894,0,0,0,0
45195,0,0,0,14924,0,14925,14926,0,0,0,0
45196,0,0,0,14927,14928,14929,14930,0,0,0,0
45197,0,0,14939,14940,14941,14942,14943,0,0,0,0
45198,0,0,14972,14973,14974,14975,14976,0,0,0,0
45199,0,0,14977,14978,14979,14980,14981,0,0,0,0
45200,0,0,0,0,0,0,0,0,0,0,0
45201,0,0,0,0,0,0,0,0,0,0,0
45202,0,0,0,0,0,0,0,0,0,0,0
45203,0,0,0,0,0,0,0,0,0,0,0
45204,0,0,0,0,0,0,0,0,0,0,0
45205,0,0,0,0,0,0,0,0,0,0,0
45206,0,0,0,0,0,0,0,0,0,0,0
45207,0,0,0,0,0,0,0,0,0,0,0
45208,0,0,0,0,0,0,0,0,0,0,0
45209,0,0,0,0,0,0,0,0,0,0,0
45210,0,0,0,0,0,0,0,0,0,0,0
45211,0,0,0,0,0,0,0,0,0,0,0
45212,0,0,0,0,0,0,0,0,0,0,0
45213,0,0,0,0,0,0,0,0,0,0,0
45214,0,0,0,0,0,0,0,0,0,0,0
45215,0,0,0,0,0,0,0,0,0,0,0
45216,0,0,0,0,0,0,0,0,0,0,0
45217,0,0,0,0,0,0,0,0,0,0,0
45218,0,0,0,0,0,0,0,0,0,0,0
45219,0,0,0,0,0,0,0,0,0,0,0
45220,0,0,0,0,0,0,0,0,0,0,0
45221,0,0,0,0,0,0,0,0,0,0,0
45222,0,0,15273,15274,15275,15276,15277,0,0,0,0
45223,0,0,15278,15279,15280,15281,15282,0,0,0,0
45224,0,0,15452,15453,15454,15455,15456,0,0,0,0
45225,0,0,15457,15458,15459,15460,15461,0,0,0,0
45226,0,0,15462,15463,15464,15465,15466,0,0,0,0
45227,0,0,15467,15468,15469,15470,15471,0,0,0,0
45228,0,0,15472,15473,0,15474,15475,0,0,0,0
45229,0,0,0,15476,0,15477,0,0,0,0,0
45230,0,0,15478,15479,0,0,0,0,0,0,0
45231,0,0,0,15480,0,15481,0,0,0,0,0
45232,0,0,15482,15483,15484,15485,15486,0,0,0,0
45233,0,0,15487,15488,15489,15490,15491,0,0,0,0
45234,0,0,15921,15922,0,15923,15924,0,0,0,0
45235,0,0,15921,15925,0,15926,15927,0,0,0,0
45236,0,0,15928,15929,0,15930,15931,0,0,0,0
45237,0,0,0,15938,15939,15940,15941,0,0,0,0
45238,0,0,0,15942,0,15943,15944,0,0,0,0
45239,0,0,0,16042,16043,16044,16045,0,0,0,0
45240,0,0,0,16046,16047,0,16048,0,0,0,0
45241,0,0,16578,16579,16580,16581,16582,0,0,0,0
45242,0,0,16583,16584,16585,16586,16587,0,0,0,0
45243,0,0,16588,16589,0,16590,16591,0,0,0,0
45244,0,0,16592,16593,0,16594,16595,0,0,0,0
45245,0,0,16596,16597,0,16909,16598,0,0,0,0
45246,0,0,16599,16600,0,16910,16601,0,0,0,0
45247,0,0,16602,16603,16604,16605,16606,0,0,0,0
45248,0,0,16607,16608,16609,16610,16611,0,0,0,0
45249,0,0,17179,17180,17181,17182,17183,0,0,0,0
45250,0,0,17184,17185,17186,17187,17188,0,0,0,0
45251,0,0,17189,17190,17191,17192,17193,0,0,0,0
45252,0,0,17194,17195,17196,17197,17198,0,0,0,0
45253,0,0,17199,17200,17201,17202,17203,0,0,0,0
45254,0,0,17204,17205,17206,17207,17208,0,0,0,0
45255,0,0,17209,17210,17211,17212,17213,0,0,0,0
45256,0,0,17214,17215,17216,17217,17218,0,0,0,0
45257,0,0,17219,17220,17221,17222,17223,0,0,0,0
45258,0,0,17224,17225,17226,17227,17228,0,0,0,0
45259,0,0,17229,17230,17231,17232,17233,0,0,0,0
45260,0,0,17234,17235,17236,17237,17238,0,0,0,0
45261,0,0,17239,17240,17241,17242,17243,0,0,0,0
45262,0,0,17462,17463,0,17464,17465,0,0,0,0
45263,0,0,17466,17467,0,17468,17469,0,0,0,0
45264,0,0,0,17473,17474,0,0,0,0,0,0
45265,0,0,17476,17477,17478,17479,17480,0,0,0,0
45266,0,0,17481,17482,17483,17484,17485,0,0,0,0
45267,0,0,17486,17487,17488,17489,17618,0,0,0,0
45268,0,0,15457,17490,15459,15460,15461,0,0,0,0
45269,0,0,17491,17492,0,17493,17494,0,0,0,0
45270,0,0,0,17496,17497,17498,17499,0,0,0,0
45271,0,0,0,17596,17597,17598,17599,0,0,0,0
45272,0,0,0,17600,17601,17602,17603,0,0,0,0
45273,0,0,17718,17719,17720,17721,17722,0,0,0,0
45274,0,0,19063,19064,19065,19066,19067,0,0,0,0
45275,0,0,19069,19070,19071,19072,19073,0,0,0,0
45276,0,0,19075,19076,19077,19078,19079,0,0,0,0
45277,0,0,19081,19082,19083,19084,19085,0,0,0,0
45278,0,0,19087,19088,19089,19090,19091,0,0,0,0
45279,0,0,19093,19094,19095,19096,19097,0,0,0,0
45280,0,0,19099,19100,19101,19102,19103,0,0,0,0
45281,0,0,20470,20471,20472,20473,20474,0,0,0,0
45282,0,0,20475,20476,0,20477,20478,0,0,0,0
45283,0,0,20479,20480,20481,20482,20483,0,0,0,0
45284,0,0,20484,20485,20486,20487,20488,0,0,0,0
45285,0,0,20489,20490,20491,20492,20493,0,0,0,0
45286,0,0,20494,20495,20496,20497,20498,0,0,0,0
45287,0,0,0,20564,0,20565,20566,0,0,0,0
45288,0,0,20633,20634,20635,0,20636,0,0,0,0
45289,0,0,20977,20978,20979,20980,20981,0,0,0,0
45290,0,0,21012,21013,21014,21015,21016,0,0,0,0
45291,0,0,21017,21018,21019,21020,21021,0,0,0,0
45292,0,0,21017,21018,21019,21020,21026,0,0,0,0
45293,0,0,21027,21029,0,0,21031,0,0,0,0
45294,0,0,21028,21030,0,0,21032,0,0,0,0
45295,0,0,0,0,0,0,0,0,0,0,0
45296,0,0,0,0,0,0,0,0,0,0,0
45297,0,0,0,21302,21303,21304,21305,21306,0,0,0
45298,0,0,0,21938,0,21939,21940,0,0,0,0
45299,0,0,22318,22319,22320,22321,22322,0,0,0,0
45300,0,0,22323,22324,22325,22326,22327,0,0,0,0
45301,0,0,22328,22329,22330,22331,22332,0,0,0,0
45302,0,0,22333,22334,22335,22336,22337,0,0,0,0
45303,0,0,22338,22339,22340,22341,22342,0,0,0,0
45304,0,0,22343,22344,22345,22346,22347,0,0,0,0
45305,0,0,22348,22349,22350,22351,22352,0,0,0,0
45306,0,0,22362,22363,22364,22365,22366,0,0,0,0
45307,0,0,22367,22368,22369,22370,22371,0,0,0,0
45308,0,0,22372,22373,22374,22375,22376,0,0,0,0
45309,0,0,22452,22453,22454,22455,22456,0,0,0,0
45310,0,0,22509,22510,22511,22512,22513,0,0,0,0
45311,0,0,22514,22515,22516,22517,22518,0,0,0,0
45312,0,0,22606,22607,22608,22609,22610,0,0,0,0
45313,0,0,22611,22612,22613,22614,22615,0,0,0,0
45314,0,0,22997,22998,0,22999,23000,0,0,0,0
45315,0,0,23373,23001,0,23002,23374,0,0,0,0
45316,0,0,23003,23004,23005,23006,23007,0,0,0,0
45317,0,0,23008,23009,23010,23011,23012,0,0,0,0
45318,0,0,0,23013,23014,23015,23016,0,0,0,0
45319,0,0,23017,23018,0,23019,23226,0,0,0,0
45320,0,0,23038,23039,23040,23041,23042,0,0,0,0
45321,0,0,23350,23351,23352,23353,23354,0,0,0,0
45322,0,0,23355,23356,23357,23358,23359,0,0,0,0
45323,0,0,23384,23385,23386,23387,23388,0,0,0,0
45324,0,0,23389,23390,23391,23392,23393,0,0,0,0
45325,0,0,0,24004,0,24005,24006,0,0,0,0
45326,0,0,24145,24146,0,0,24147,0,0,0,0
45327,0,0,24148,24149,24150,24151,24152,0,0,0,0
45328,0,0,24153,24154,24155,24156,24157,0,0,0,0
45329,0,0,24158,24159,24160,24161,24162,0,0,0,0
45330,0,0,24192,24193,24194,24195,24196,0,0,0,0
45331,0,0,24591,24592,0,0,24593,0,0,0,0
45332,0,0,24594,24595,24596,24597,24598,0,0,0,0
45333,0,0,24599,24600,0,0,24601,0,0,0,0
45334,0,0,24602,24603,0,0,24604,0,0,0,0
45335,0,0,0,24605,0,24606,24607,0,0,0,0
45336,0,0,0,24608,24609,24610,24611,0,0,0,0
45337,0,0,0,24999,0,25000,0,0,0,0,0
45338,0,0,26740,26741,26742,0,26743,0,0,0,0
45339,0,0,27333,27334,27335,27336,27337,0,0,0,0
45340,0,0,27339,27340,27341,27342,27343,0,0,0,0
45341,0,0,27933,27934,0,0,27935,0,0,0,0
45342,0,0,27936,27937,0,0,0,0,0,0,0
45343,0,0,0,27938,0,27939,27940,0,0,0,0
45344,0,0,0,27941,0,27942,0,0,0,0,0
45345,0,0,0,27991,0,27939,27940,0,0,0,0
45346,0,0,0,0,0,0,0,0,0,0,0
45347,0,0,0,0,0,0,0,0,0,0,0
45348,0,0,0,0,0,0,0,0,0,0,0
45349,0,0,0,0,0,0,0,0,0,0,0
45350,0,0,0,0,0,0,0,0,0,0,0
45351,0,0,0,0,0,0,0,0,0,0,0
45352,0,0,0,0,0,0,0,0,0,0,0
45353,0,0,0,0,0,0,0,0,0,0,0
45354,0,0,0,0,0,0,0,0,0,0,0
45355,0,0,0,0,0,0,0,0,0,0,0
45356,0,0,0,0,0,0,0,0,0,0,0
45357,0,0,28081,28082,28083,28084,28085,0,0,0,0
45358,0,0,28086,28087,28088,28089,28090,0,0,0,0
45359,0,0,28091,28092,28093,28094,28095,0,0,0,0
45360,0,0,28096,28097,28098,28099,28100,0,0,0,0
45361,0,0,28101,28102,28103,28104,28105,0,0,0,0
45362,0,0,28106,28107,28108,28109,28110,0,0,0,0
45363,0,0,28111,28112,28113,28114,28115,0,0,0,0
45364,0,0,0,28553,28554,0,28555,0,0,0,0
45365,0,0,28558,28559,28560,28561,28562,0,0,0,0
45366,0,0,28563,28564,28565,28566,28567,0,0,0,0
45367,0,0,28568,28569,28570,28571,28572,0,0,0,0
45368,0,0,28573,28574,28575,28576,28577,0,0,0,0
45369,0,0,28578,28579,28580,28581,28582,0,0,0,0
45370,0,0,28583,28584,28585,28586,28587,0,0,0,0
45371,0,0,0,28588,0,0,28589,0,0,0,0
45372,0,0,0,28590,0,0,28591,0,0,0,0
45373,0,0,0,28592,0,28593,0,0,0,0,0
45374,0,0,0,28594,0,28593,0,0,0,0,0
45375,0,0,28595,28596,28597,28598,28599,0,0,0,0
45376,0,0,28600,28601,28602,28603,28604,0,0,0,0
45377,0,0,28605,28606,28607,28608,28609,0,0,0,0
45378,0,0,28709,28710,28711,28712,28713,0,0,0,0
45379,0,0,28808,28809,28810,28811,28812,0,0,0,0
45380,0,0,28813,28814,28815,28816,28817,0,0,0,0
45381,0,0,28818,28819,28820,28821,28822,0,0,0,0
45382,0,0,28823,28824,28825,28826,28827,0,0,0,0
45383,0,0,28828,28829,28830,28831,28832,0,0,0,0
45384,0,0,28833,28834,28835,28836,28837,0,0,0,0
45385,0,0,28838,28839,28840,28841,28842,0,0,0,0
45386,0,0,28843,28844,28845,28846,28847,0,0,0,0
45387,0,0,28848,28849,28850,28851,28852,0,0,0,0
45388,0,0,28853,28854,28855,28856,28857,0,0,0,0
45389,0,0,28858,28859,28860,28861,28862,0,0,0,0
45390,0,0,28863,28864,28865,28866,28867,0,0,0,0
45391,0,0,28868,28869,28870,28871,28872,0,0,0,0
45392,0,0,28873,28874,28875,28876,28877,0,0,0,0
45393,0,0,30044,30045,0,0,0,0,0,0,0
45394,0,0,30044,30046,0,0,0,0,0,0,0
45395,0,0,30051,30048,0,30049,30050,0,0,0,0
45396,0,0,0,30052,0,30053,30054,0,0,0,0
45397,0,0,0,30055,0,30056,30057,0,0,0,0
45398,0,0,30058,30059,0,30060,30061,0,0,0,0
45399,0,0,30062,30063,30064,0,30065,0,0,0,0
45400,0,0,30274,30275,0,0,30276,0,0,0,0
45401,0,0,30750,30751,30752,30753,30754,0,0,0,0
45402,0,0,0,30755,0,30756,30758,0,0,0,0
45403,0,0,0,30755,0,30757,30758,0,0,0,0
45404,0,0,0,30759,0,30760,30761,0,0,0,0
45405,0,0,30762,30763,30764,30765,30766,0,0,0,0
45406,0,0,31408,31409,31410,31411,31412,0,0,0,0
45407,0,0,31413,31414,31415,31416,31417,0,0,0,0
45408,0,0,32793,32794,32795,32796,32797,0,0,0,0
45409,0,0,32798,32799,32800,32801,32802,0,0,0,0
45410,0,0,0,32806,0,32807,32808,0,0,0,0
45411,0,0,0,32809,0,32810,32811,0,0,0,0
45412,0,0,33043,33044,33045,33046,33047,0,0,0,0
45413,0,0,33048,33049,33050,33051,33052,0,0,0,0
45414,0,0,33053,33054,33055,33056,33057,0,0,0,0
45415,0,0,33058,33059,33060,33061,33062,0,0,0,0
45416,0,0,33063,33064,33065,33066,33067,0,0,0,0
45417,0,0,33068,33069,33070,33071,33072,0,0,0,0
45418,0,0,33073,33074,33075,33076,33077,0,0,0,0
45419,0,0,33078,33079,33080,33081,33082,0,0,0,0
45420,0,0,33083,33084,33085,33086,33087,0,0,0,0
45421,0,0,33088,33089,33090,33091,33092,0,0,0,0
45422,0,0,33093,33094,33095,33096,33097,0,0,0,0
45423,0,0,33445,33446,33447,33448,33449,0,0,0,0
45424,0,0,33455,33456,33457,33458,33459,0,0,0,0
45425,0,0,33653,33654,0,0,0,0,0,0,0
45426,0,0,33655,33656,0,33657,33658,0,0,0,0
45427,0,0,33659,33660,33661,0,33662,0,0,0,0
45428,0,0,33663,33664,0,33665,33666,0,0,0,0
45429,0,0,33667,33668,33669,33670,33671,0,0,0,0
45430,0,0,0,33751,0,33752,33753,0,0,0,0
45431,0,0,0,35853,35854,35855,35856,0,0,0,0
45432,0,0,35863,35864,35865,35866,35867,0,0,0,0
45433,0,0,0,35868,35869,35870,35871,0,0,0,0
45434,0,0,0,36336,0,0,0,36338,0,0,0
45435,0,0,0,36337,0,0,0,36339,0,0,0
45436,0,0,36638,36639,0,0,0,0,0,0,0
45437,0,0,36821,36822,36823,36824,36825,0,0,0,0
45438,0,0,36826,36827,36828,36829,36830,0,0,0,0
45439,0,0,36826,36831,36828,36829,36830,0,0,0,0
45440,0,0,36832,36833,36834,36835,36836,0,0,0,0
45441,0,0,36837,36838,0,36839,36840,0,0,0,0
45442,0,0,36837,36841,0,36842,36840,0,0,0,0
45443,0,0,36844,36845,36846,36847,36848,0,0,0,0
45444,0,0,36983,36984,36985,36986,36987,0,0,0,0
45445,0,0,36988,36989,36990,36991,36992,0,0,0,0
45446,0,0,36993,36994,36995,36996,36997,0,0,0,0
45447,0,0,36998,36999,37000,37001,37002,0,0,0,0
45448,0,0,37003,37004,37005,37006,37007,0,0,0,0
45449,0,0,37008,37009,37010,37011,37012,0,0,0,0
45450,0,0,37013,37014,37015,37016,37017,0,0,0,0
45451,0,0,37018,37019,37020,37021,37022,0,0,0,0
45452,0,0,37023,37024,37025,37026,37027,0,0,0,0
45453,0,0,37028,37029,37030,37031,37032,0,0,0,0
45454,0,0,37033,37034,37035,37036,37037,0,0,0,0
45455,0,0,37038,37039,37040,37041,37042,0,0,0,0
45456,0,0,37043,37044,37045,37046,37047,0,0,0,0
45457,0,0,37048,37049,37050,37051,37052,0,0,0,0
45458,0,0,37053,37054,37055,37056,37057,0,0,0,0
45459,0,0,37058,37059,37060,37061,37062,0,0,0,0
45460,0,0,37063,37064,37065,37066,37067,0,0,0,0
45461,0,0,37068,37069,37070,37071,37072,0,0,0,0
45462,0,0,37073,37074,37075,37076,37077,0,0,0,0
45463,0,0,0,37078,37079,0,37080,37081,37082,0,0
45464,0,0,37462,37463,37464,37465,37466,0,0,0,0
45465,0,0,37467,37468,37469,37470,37471,0,0,0,0
45466,0,0,37472,37473,37474,37475,37476,0,0,0,0
45467,0,0,37477,37478,37479,37480,37481,0,0,0,0
45468,0,0,0,0,0,0,0,0,0,0,0
45469,0,0,0,0,0,0,0,0,0,0,0
45470,0,0,0,0,0,0,0,0,0,0,0
45471,0,0,0,0,0,0,0,0,0,0,0
45472,0,0,0,0,0,0,0,0,0,0,0
45473,0,0,0,0,0,0,0,0,0,0,0
45474,0,0,0,0,0,0,0,0,0,0,0
45475,0,0,0,0,0,0,0,0,0,0,0
45476,0,0,0,0,0,0,0,0,0,0,0
45477,0,0,0,0,0,0,0,0,0,0,0
45478,0,0,0,0,0,0,0,0,0,0,0
45479,0,0,0,38212,38213,38214,38215,0,0,0,0
45480,0,0,0,38212,38213,38216,38215,0,0,0,0
45481,0,0,38217,38218,38219,38220,38221,0,0,0,0
45482,0,0,38217,38218,38219,38222,38221,0,0,0,0
45483,0,0,38223,38224,38225,38226,38227,0,0,0,0
45484,0,0,38228,38229,38230,38231,38232,0,0,0,0
45485,0,0,38233,38234,38235,38236,38237,0,0,0,0
45486,0,0,38238,38239,0,38240,38241,0,0,0,0
45487,0,0,38238,38239,0,38242,38241,0,0,0,0
45488,0,0,38243,38244,38245,38246,38247,0,0,0,0
45489,0,0,38248,38249,38250,38251,38252,0,0,0,0
45490,0,0,38253,38254,0,38255,38256,0,0,0,0
45491,0,0,38257,38258,0,38259,38260,0,0,0,0
45492,0,0,39245,39246,0,0,0,0,0,0,0
45493,0,0,39247,39248,39249,39250,39251,0,0,0,0
45494,0,0,39252,39253,39254,39255,39256,0,0,0,0
45495,0,0,39252,39257,39254,39258,39259,0,0,0,0
45496,0,0,39260,39261,39262,39263,39264,0,0,0,0
45497,0,0,39265,39266,39267,39268,39269,0,0,0,0
45498,0,0,39270,39271,39272,39273,39274,0,0,0,0
45499,0,0,39275,39276,39277,39278,39279,0,0,0,0
45500,0,0,39280,39281,39282,39283,39284,0,0,0,0
45501,0,0,39285,39286,39287,39288,39289,0,0,0,0
45502,0,0,39290,39291,39292,39293,39294,0,0,0,0
45503,0,0,39295,39296,0,39297,39298,0,0,0,0
45504,0,0,0,39299,0,39300,39301,0,0,0,0
45505,0,0,39303,39304,39305,39306,39307,0,0,0,0
45506,0,0,39308,39309,39310,39311,39312,0,0,0,0
45507,0,0,39308,39313,39314,39315,39312,0,0,0,0
45508,0,0,39359,39360,39361,39362,39363,0,0,0,0
45509,0,0,39509,39510,0,39511,39512,0,0,0,0
45510,0,0,39509,39510,0,39513,39512,0,0,0,0
45511,0,0,39514,39515,39516,39517,39518,0,0,0,0
45512,0,0,39519,39520,39521,39522,39523,0,0,0,0
45513,0,0,39524,39525,39526,39527,39528,0,0,0,0
45514,0,0,39529,39530,39531,39532,39533,0,0,0,0
45515,0,0,39534,39535,39536,39537,39538,0,0,0,0
45516,0,0,39539,39540,39541,39542,39543,0,0,0,0
45517,0,0,39544,39545,39546,39547,39548,0,0,0,0
45518,0,0,40404,40405,0,40406,40407,0,0,0,0
45519,0,0,40408,40409,0,40410,40411,0,0,0,0
45520,0,0,40412,40413,0,40414,40415,0,0,0,0
45521,0,0,40416,40417,40418,40419,40420,0,0,0,0
45522,0,0,40421,40422,40423,40424,40425,0,0,0,0
45523,0,0,40426,40427,40428,40429,40430,0,0,0,0
45524,0,0,40431,40432,40433,40434,40435,0,0,0,0
45525,0,0,40441,40442,0,40443,40444,0,0,0,0
45526,0,0,40445,40446,0,40447,40444,0,0,0,0
45527,0,0,0,40448,40449,40450,40451,0,0,0,0
45528,0,0,40452,40453,0,40454,40455,0,0,0,0
45529,0,0,41518,41519,41520,41521,41522,0,0,0,0
45530,0,0,41524,41525,41526,41527,41528,0,0,0,0
45531,0,0,41529,41530,41531,41532,41533,0,0,0,0
45532,0,0,41534,41535,41536,41537,41538,0,0,0,0
45533,0,0,41539,41540,41541,41542,41543,0,0,0,0
45534,0,0,41544,41545,41546,41547,41548,0,0,0,0
45535,0,0,41549,41550,41551,41552,41553,0,0,0,0
45536,0,0,0,41555,41556,41557,41558,0,0,0,0
45537,0,0,41560,41561,0,41562,41563,0,0,0,0
45538,0,0,41565,41566,0,0,0,0,0,0,0
45539,0,0,0,41567,41568,41569,41570,0,0,0,0
45540,0,0,0,41567,41568,41571,41570,0,0,0,0
45541,0,0,0,41572,41573,41574,41575,0,0,0,0
45542,0,0,41576,41577,41578,41579,41580,0,0,0,0
45543,0,0,0,41581,41582,41583,41584,0,0,0,0
45544,0,0,41587,41588,41589,41590,41591,0,0,0,0
45545,0,0,0,41592,0,41593,41594,0,0,0,0
45546,0,0,0,41595,0,41593,41594,0,0,0,0
45547,0,0,0,41596,41597,41598,41599,0,0,0,0
45548,0,0,0,0,0,0,0,0,0,0,0
45549,0,0,0,0,0,0,0,0,0,0,0
45550,0,0,0,0,0,0,0,0,0,0,0
45551,0,0,0,0,0,0,0,0,0,0,0
45552,0,0,0,0,0,0,0,0,0,0,0
45553,0,0,0,0,0,0,0,0,0,0,0
45554,0,0,0,0,0,0,0,0,0,0,0
45555,0,0,0,0,0,0,0,0,0,0,0
45556,0,0,0,0,0,0,0,0,0,0,0
45557,0,0,0,0,0,0,0,0,0,0,0
45558,0,0,0,0,0,0,0,0,0,0,0
45559,0,0,43469,43470,0,0,0,0,0,0,0
45560,0,0,43471,43472,43473,43474,43475,0,0,0,0
45561,0,0,0,44246,0,44247,44248,0,0,0,0
45562,0,0,0,44249,0,44247,44250,0,0,0,0
45563,0,0,44251,44252,44253,44254,44255,0,0,0,0
45564,0,0,44640,44641,44642,44643,44644,0,0,0,0
45565,0,0,44645,44646,44647,44648,44649,0,0,0,0
45566,0,0,44650,44651,0,44652,44653,0,0,0,0
