key,0,1,2,3,4
23.20,36975,0,110,0,False
23.21,0,0,0,0,False
23.22,25784,0,0,0,False
23.23,0,0,0,0,False
23.24,36976,0,0,0,False
23.25,36977,0,0,0,False
24.0,131,0,0,0,False
24.1,136,0,0,0,False
24.2,137,0,0,0,False
24.3,139,0,139,0,False
24.4,140,0,0,0,False
24.5,3568,0,119,0,False
24.6,3569,0,0,0,False
24.7,3570,0,0,0,False
24.8,3571,0,0,0,False
24.9,7430,0,0,0,False
24.10,7431,0,119,0,False
24.11,7432,0,0,0,False
24.12,7433,0,0,0,False
24.13,16531,0,0,0,False
24.14,16532,0,121,0,False
24.15,16533,0,119,0,False
24.16,16534,0,0,0,False
24.17,16535,0,0,0,False
24.18,16536,0,0,0,False
24.19,25859,0,119,0,False
24.20,25860,0,139,0,False
24.21,25861,0,0,0,False
24.22,25862,0,0,0,False
24.23,37008,0,0,0,False
24.24,37009,0,0,0,False
24.25,37010,0,133,0,False
24.26,0,0,0,0,False
24.27,37011,0,0,0,False
25.0,153,0,144,0,False
25.1,154,0,0,0,False
25.2,158,0,0,0,False
25.3,159,0,0,0,False
25.4,162,0,0,0,False
25.5,3573,0,0,0,False
25.6,3576,0,0,0,False
25.7,3577,0,0,0,False
25.8,7419,0,0,0,False
25.9,7420,0,7447,0,False
25.10,7421,0,0,0,False
25.11,7422,0,0,0,False
25.12,16505,0,0,0,False
25.13,16506,0,0,0,False
25.14,16507,0,0,0,False
25.15,25794,0,147,0,False
25.16,25795,0,25793,0,False
25.17,25796,0,0,0,False
25.18,36986,0,144,0,False
25.19,36987,0,7447,0,False
25.20,36989,0,0,0,False
25.21,25797,0,0,0,False
25.22,36988,0,0,0,False
26.0,163,0,163,0,False
26.1,172,0,163,0,False
26.2,173,0,0,0,False
26.3,181,0,181,0,False
26.4,16230,0,0,0,False
26.5,16508,0,0,0,False
26.6,16511,0,16511,0,False
26.7,25798,0,0,0,False
26.8,25799,0,0,0,False
26.9,25800,0,25800,0,False
26.10,25802,0,25802,0,False
26.11,25803,0,25803,0,False
26.12,25804,0,25804,0,False
26.13,25883,0,0,0,False
26.14,25884,0,0,0,False
27.0,3578,0,0,0,False
27.1,3579,0,163,0,False
27.2,3581,0,25800,0,False
27.3,7426,0,0,0,False
27.4,7427,0,25800,0,False
27.5,7429,0,0,0,False
27.6,16510,0,0,0,False
27.7,25801,0,0,0,False
27.8,25805,0,25802,0,False
27.9,25806,0,25803,0,False
27.10,25807,0,25804,0,False
27.11,25822,0,0,0,False
27.12,25826,0,16511,0,False
27.13,25838,0,25802,0,False
27.14,25839,0,25803,0,False
27.15,25840,0,25804,0,False
27.16,36990,0,181,0,False
27.17,36997,0,0,0,False
27.18,25820,0,0,0,False
27.19,25821,0,0,0,False
27.20,3582,0,0,0,False
27.21,7428,0,0,0,False
27.22,7449,0,0,0,False
27.23,25823,0,0,0,False
27.24,25824,0,0,0,False
27.25,25825,0,0,0,False
27.26,16514,2,0,0,False
27.27,16515,3,0,0,False
27.28,25831,1,0,0,False
27.29,16517,6,0,0,False
27.30,25830,4,0,0,False
27.31,16519,7,0,0,False
27.32,16516,5,0,0,False
27.33,16518,8,0,0,False
27.34,25832,0,0,0,False
27.35,25833,0,0,0,False
27.36,25834,0,0,0,False
27.37,25835,1,0,0,False
27.38,25885,2,0,0,False
27.39,25836,3,0,0,False
27.40,25837,4,0,0,False
27.41,36991,0,0,0,False
27.42,36994,2,0,0,False
27.43,36995,3,0,0,False
27.44,36992,1,0,0,False
27.45,36996,4,0,0,False
27.46,36993,6,0,0,False
27.47,36998,5,0,0,False
27.48,36999,7,0,0,False
28.0,166,0,0,0,False
28.1,167,0,0,0,False
28.2,185,0,0,0,False
28.3,186,0,186,0,False
28.4,188,0,0,0,False
28.5,189,0,0,0,False
28.6,190,0,0,0,False
28.7,3583,0,0,0,False
28.8,3584,0,17869,0,False
28.9,3585,0,0,0,False
28.10,3586,0,0,0,False
28.11,3587,0,0,0,False
28.12,7434,0,0,0,False
28.13,7435,0,17869,0,False
28.14,7436,0,0,0,False
28.15,7437,0,0,0,False
28.16,16537,0,0,0,False
28.17,16538,0,0,0,False
28.18,16539,0,16539,0,False
28.19,16540,0,17864,0,False
28.20,16541,0,17869,0,False
28.21,16542,0,0,0,False
28.22,16543,0,0,0,False
28.23,16545,0,0,0,False
28.24,17215,0,0,0,False
28.25,17864,0,17864,0,False
28.26,17865,0,17864,0,False
28.27,17869,0,17869,0,False
28.28,17870,0,0,0,False
28.29,25865,0,17869,0,False
28.30,25866,0,16539,0,False
28.31,25867,0,0,0,False
28.32,25868,0,0,0,False
28.33,37013,0,186,0,False
28.34,37014,0,0,0,False
28.35,16546,0,0,0,False
28.36,37012,0,0,0,False
28.37,37015,0,0,0,False
28.38,37016,0,0,0,False
29.0,2240,0,0,100,False
29.1,2241,0,0,0,False
29.2,2242,0,0,110,False
29.3,2245,0,0,0,False
29.4,2247,0,0,0,False
29.5,2248,0,2248,0,False
29.6,2254,0,0,200,False
29.7,2255,0,0,111,False
29.8,2258,0,2258,0,False
30.0,2246,0,2246,0,False
30.1,2259,0,0,0,False
30.2,2260,0,0,0,False
30.3,2261,0,0,0,False
30.4,2262,0,0,0,False
30.5,2263,0,0,0,False
30.6,2264,0,0,0,False
30.7,3563,0,0,112,False
30.8,3566,0,2246,0,False
30.9,7401,0,0,0,False
30.10,7402,0,0,0,False
30.11,7403,0,0,0,False
30.12,16488,0,0,210,False
30.13,16489,0,0,0,False
30.14,16493,0,0,0,False
30.15,25774,0,0,0,False
30.16,25777,0,0,0,False
30.17,25778,0,0,0,False
30.18,36957,0,2248,0,False
30.19,36958,0,2258,0,False
30.20,36959,0,0,0,False
30.21,36960,0,0,0,False
30.22,2265,0,0,0,False
30.23,2266,0,0,0,False
30.24,2267,0,0,0,False
30.25,2268,0,0,0,False
30.26,2269,0,0,0,False
30.27,2270,0,0,0,False
30.28,2271,0,0,0,False
30.29,16491,0,0,0,False
30.30,16492,0,0,0,False
30.31,0,0,0,0,False
30.32,25776,0,0,0,False
30.33,0,0,0,0,False
30.34,0,0,0,0,False
30.35,36961,0,0,0,False
31.0,2864,0,2864,0,False
31.1,2866,0,2866,100,False
31.2,2868,0,2868,110,False
31.3,2870,0,2870,0,False
31.4,2872,0,2872,0,False
31.5,2873,0,2873,111,False
31.6,2874,0,2874,0,False
31.7,2876,0,0,0,False
31.8,2878,0,0,0,False
31.9,2887,0,0,0,False
31.10,2890,0,2890,0,False
31.11,7410,0,7410,0,False
31.12,7411,0,2866,100,False
31.13,7412,0,2868,110,False
31.14,7413,0,2873,111,False
31.15,7414,0,0,0,False
31.16,7415,0,7415,0,False
31.17,7418,0,0,0,False
31.18,16497,0,0,0,False
31.19,16498,0,0,0,False
31.20,16499,0,0,0,False
31.21,16500,0,2872,0,False
31.22,16501,0,2864,0,False
31.23,16502,0,7415,0,False
31.24,16889,0,0,0,False
31.25,17209,0,0,0,False
31.26,25786,0,2870,0,False
31.27,25788,0,0,0,False
31.28,36978,0,7410,0,False
31.29,36979,0,2874,0,False
31.30,36980,0,2890,0,False
31.31,36982,0,0,0,False
31.32,7416,0,7416,0,False
31.33,16766,0,0,0,False
31.34,16504,0,0,0,False
31.35,17206,0,0,0,False
31.36,16503,0,7416,0,False
31.37,25787,0,0,0,False
31.38,36981,0,0,0,False
31.39,0,0,0,0,False
32.0,3617,0,0,100,False
32.1,3621,0,0,200,False
32.2,3623,0,0,110,False
32.3,3624,0,0,0,False
32.4,3625,0,3625,0,False
32.5,3629,0,0,0,False
32.6,3632,0,0,111,False
32.7,3634,0,0,0,False
32.8,3636,0,3636,0,False
32.9,3638,0,0,0,False
32.10,3639,0,0,0,False
32.11,3641,0,0,0,False
32.12,3643,0,0,0,False
32.13,7390,0,3625,0,False
32.14,7391,0,0,0,False
32.15,7392,0,0,0,False
32.16,7393,0,0,0,False
32.17,16466,0,16466,0,False
32.18,16467,0,16467,0,False
32.19,16468,0,0,210,False
32.20,16469,0,16466,0,False
32.21,16470,0,16467,0,False
32.22,16471,0,0,0,False
32.23,16472,0,0,0,False
32.24,25754,0,0,0,False
32.25,25757,0,0,0,False
32.26,36926,0,0,0,False
32.27,36927,0,3636,0,False
32.28,36932,0,0,0,False
32.29,36933,0,0,0,False
32.30,25755,0,0,0,False
32.31,36928,0,0,0,False
32.32,36929,0,0,0,False
32.33,36930,0,0,0,False
32.34,36931,0,0,0,False
33.0,3594,0,0,0,False
33.1,3595,0,0,0,False
33.2,3596,0,3596,0,False
33.3,3598,0,3596,0,False
33.4,3599,0,3599,0,False
33.5,3600,0,0,0,False
33.6,3601,0,3601,0,False
33.7,3603,0,0,0,False
33.8,3606,0,0,0,False
33.9,3608,0,3599,0,False
33.10,3610,0,0,0,False
33.11,3612,0,0,0,False
33.12,3613,0,0,0,False
33.13,3614,0,0,0,False
33.14,3615,0,3615,0,False
33.15,7439,0,0,0,False
33.16,7442,0,3596,0,False
33.17,16552,0,0,0,False
33.18,16553,0,0,0,False
33.19,16554,0,3599,0,False
33.20,16555,0,3596,0,False
33.21,16556,0,0,0,False
33.22,16557,0,0,0,False
33.23,16559,0,0,0,False
33.24,25871,0,3596,0,False
33.25,25872,0,3615,0,False
33.26,25873,0,0,0,False
33.27,25874,0,0,0,False
33.28,25875,0,0,0,False
33.29,37017,0,0,0,False
33.30,37019,0,0,0,False
33.31,37020,0,0,0,False
33.32,37021,0,0,0,False
33.33,37022,0,0,0,False
33.34,37030,0,3601,0,False
33.35,37018,0,0,0,False
33.36,37023,0,0,0,False
33.37,37024,0,0,0,False
33.38,37025,0,0,0,False
33.39,37026,0,0,0,False
33.40,37027,0,0,0,False
33.41,37028,0,0,0,False
33.42,37029,0,0,0,False
33.43,7444,0,0,0,False
33.44,7445,0,0,0,False
33.45,0,0,0,0,False
33.46,0,0,0,0,False
33.47,37031,0,0,0,False
34.0,7477,0,7477,100,False
34.1,7478,0,0,110,False
34.2,7479,0,0,120,False
34.3,7480,0,0,130,False
34.4,7481,0,0,111,False
34.5,7482,0,0,121,False
34.6,7483,0,7483,200,False
34.7,7484,0,0,210,False
34.8,7485,0,0,220,False
34.9,7486,0,0,0,False
34.10,7490,0,0,0,False
34.11,7491,0,0,0,False
34.12,7492,0,0,0,False
34.13,7493,0,0,0,False
34.14,7495,0,0,0,False
34.15,7496,0,0,0,False
34.16,7497,0,0,0,False
34.17,7498,0,7498,0,False
34.18,7499,0,0,0,False
34.19,7867,0,0,0,False
34.20,16481,0,0,0,False
34.21,16482,0,0,0,False
34.22,16483,0,0,0,False
34.23,16487,0,0,0,False
34.24,25780,0,7483,200,False
34.25,25781,0,0,0,False
34.26,36962,0,7498,0,False
34.27,36963,0,7477,100,False
34.28,7489,0,0,0,False
34.29,7488,0,0,0,False
34.30,7487,0,0,0,False
34.31,16485,0,0,0,False
34.32,16486,0,0,0,False
34.33,25782,0,0,0,False
34.34,36964,0,0,0,False
34.35,36965,0,0,0,False
34.36,36966,0,0,0,False
34.37,36967,0,0,0,False
34.38,36968,0,0,0,False
35.0,7503,0,7503,0,False
35.1,7504,0,0,100,False
35.2,7505,0,7505,0,False
35.3,7506,0,0,0,False
35.4,7507,0,7507,0,False
35.5,7509,0,7509,0,False
35.6,7510,0,0,0,False
35.7,7511,0,0,0,False
35.8,7512,0,0,110,False
35.9,7513,0,0,0,False
35.10,7514,0,0,0,False
35.11,7515,0,0,0,False
35.12,7516,0,0,111,False
35.13,7517,0,0,0,False
35.14,7518,0,0,0,False
35.15,7519,0,0,0,False
35.16,7520,0,0,0,False
35.17,7521,0,0,0,False
35.18,7523,0,0,0,False
35.19,7524,0,7503,0,False
35.20,16524,0,0,0,False
35.21,16525,0,0,0,False
35.22,16526,0,7509,0,False
35.23,16527,0,0,0,False
35.24,16529,0,0,0,False
35.25,25855,0,7505,0,False
35.26,25856,0,7507,0,False
35.27,25857,0,0,0,False
35.28,37004,0,7503,0,False
35.29,7527,0,0,0,False
35.30,7528,0,0,0,False
35.31,7529,0,0,0,False
35.32,7530,0,0,0,False
35.33,37002,0,0,0,False
35.34,37003,0,0,0,False
35.35,7525,0,0,0,False
35.36,7526,0,0,0,False
35.37,16528,0,0,0,False
35.38,16530,0,0,0,False
35.39,25858,0,0,0,False
35.40,37005,0,0,0,False
35.41,37006,0,0,0,False
35.42,37007,0,0,0,False
36.0,0,0,0,0,False
37.0,16137,0,0,100,False
37.1,16138,0,0,0,False
37.2,16139,0,0,110,False
37.3,16140,0,0,0,False
37.4,16141,0,0,200,False
37.5,16142,0,0,0,False
37.6,16143,0,0,0,False
37.7,16144,0,16144,0,False
37.8,16145,0,0,111,False
37.9,16146,0,0,0,False
37.10,16148,0,16148,0,False
37.11,16149,0,0,210,False
37.12,16151,0,0,0,False
37.13,16152,0,0,0,False
37.14,16155,0,0,0,False
37.15,16159,0,0,0,False
37.16,16160,0,0,0,False
37.17,16161,0,16161,0,False
37.18,16162,0,0,0,False
37.19,16163,0,0,0,False
37.20,16164,0,0,0,False
37.21,16165,0,16144,0,False
37.22,25758,0,16161,0,False
37.23,25760,0,0,0,False
37.24,36934,0,0,0,False
37.25,36935,0,16148,0,False
37.26,36937,0,0,0,False
37.27,16153,0,0,0,False
37.28,16147,0,0,0,False
37.29,16150,0,0,0,False
37.30,16156,0,0,0,False
37.31,16157,0,0,0,False
37.32,16158,0,0,0,False
37.33,25759,0,0,0,False
37.34,36936,0,0,0,False
37.35,0,0,0,0,False
37.36,36938,0,0,0,False
37.37,36939,0,0,0,False
38.0,15989,0,0,100,False
38.1,15990,0,0,110,False
38.2,15991,0,0,0,False
38.3,15992,0,0,0,False
38.4,15993,0,0,200,False
38.5,15994,0,0,210,False
38.6,15995,0,0,0,False
38.7,15996,0,0,0,False
38.8,15997,0,0,0,False
38.9,15998,0,0,0,False
38.10,16005,0,0,0,False
38.11,16006,0,0,0,False
38.12,16007,0,0,0,False
38.13,16008,0,0,0,False
38.14,16009,0,0,0,False
38.15,16010,0,0,0,False
38.16,16011,0,0,0,False
38.17,16012,0,0,0,False
38.18,16013,0,0,0,False
38.19,16014,0,0,0,False
38.20,16015,0,0,0,False
38.21,25791,0,0,0,False
38.22,25792,0,0,0,False
38.23,36983,0,0,0,False
38.24,15999,0,0,0,False
38.25,16000,0,0,0,False
38.26,16001,0,0,0,False
38.27,16002,0,0,0,False
38.28,16003,0,0,0,False
38.29,16004,0,0,0,False
38.30,25789,0,0,0,False
38.31,25790,0,0,0,False
38.32,36984,0,0,0,False
38.33,36985,0,0,0,False
39.0,24373,0,0,100,False
39.1,24374,0,0,110,False
39.2,24375,0,0,111,False
39.3,24376,0,0,200,False
39.4,24377,0,0,210,False
39.5,24378,0,0,0,False
39.6,24379,0,0,0,False
39.7,24380,0,0,0,False
39.8,24381,0,0,0,False
39.9,24382,0,0,0,False
39.10,24383,0,0,0,False
39.11,24384,0,0,0,False
39.12,24385,0,0,0,False
39.13,24386,0,0,0,False
39.14,24387,0,0,0,False
39.15,24389,0,0,0,False
39.16,24392,0,0,0,False
39.17,24393,0,0,0,False
39.18,24394,0,0,0,False
39.19,24398,0,0,0,False
39.20,24401,0,0,0,False
39.21,24402,0,0,0,False
39.22,24404,0,0,0,False
39.23,24405,0,0,0,False
39.24,24390,0,0,0,False
39.25,24391,0,0,0,False
39.26,24403,0,0,0,False
39.27,24395,0,0,0,False
39.28,24396,0,0,0,False
39.29,24397,0,0,0,False
39.30,24388,0,0,0,False
39.31,24399,0,0,0,False
39.32,24400,0,0,0,False
39.33,36969,0,0,0,False
39.34,36970,0,0,0,False
39.35,36971,0,0,0,False
39.36,36972,0,0,0,False
39.37,36973,0,0,0,False
40.0,24283,0,24283,0,False
40.1,24284,0,0,0,False
40.2,24285,0,0,0,False
40.3,24286,0,0,0,False
40.4,24287,0,0,0,False
40.5,24288,0,24288,0,False
40.6,24289,0,24289,0,False
40.7,24290,0,0,0,False
40.8,24294,0,0,0,False
40.9,24295,0,0,0,False
40.10,24296,0,0,0,False
40.11,24297,0,24297,0,False
40.12,24298,0,0,0,False
40.13,24299,0,0,0,False
40.14,24300,0,0,0,False
40.15,24301,0,0,0,False
40.16,24302,0,24288,0,False
40.17,24303,0,0,0,False
40.18,24304,0,24304,0,False
40.19,24305,0,0,0,False
40.20,24306,0,24283,0,False
40.21,24307,0,24289,0,False
40.22,24309,0,0,0,False
40.23,24310,0,0,0,False
40.24,24311,0,0,0,False
40.25,24312,0,24283,0,False
40.26,24313,0,24289,0,False
40.27,24315,0,24297,0,False
40.28,24316,0,24304,0,False
40.29,24317,0,0,0,False
40.30,24318,0,0,0,False
40.31,0,0,0,0,False
40.32,37033,0,0,0,False
40.33,37034,0,24292,0,False
40.34,37035,0,0,0,False
40.35,37036,0,0,0,False
40.36,24291,0,0,0,False
40.37,24292,0,24292,0,False
40.38,24293,0,24293,0,False
40.39,24308,0,24293,0,False
40.40,24314,0,24293,0,False
40.41,37032,0,0,0,False
41.0,34606,0,0,0,False
41.1,34607,0,0,0,False
41.2,34614,0,0,0,False
41.3,34615,0,0,0,False
41.4,34620,0,0,0,False
41.5,34621,0,0,0,False
41.6,34622,0,0,0,False
41.7,34623,0,0,0,False
41.8,34624,0,0,0,False
41.9,34625,0,0,0,False
41.10,34626,0,0,0,False
41.11,34632,0,0,0,False
41.12,34633,0,0,0,False
41.13,34646,0,0,0,False
41.14,34647,0,0,0,False
41.15,35920,0,0,0,False
41.16,35921,0,0,0,False
41.17,35922,0,0,0,False
41.18,34608,0,0,0,False
41.19,34609,0,0,0,False
41.20,34610,0,0,0,False
41.21,34611,0,0,0,False
41.22,34612,0,0,0,False
41.23,34613,0,0,0,False
41.24,34616,0,0,0,False
41.25,34617,0,0,0,False
41.26,34618,0,0,0,False
41.27,34619,0,0,0,False
41.28,34634,0,0,0,False
41.29,34635,0,0,0,False
41.30,34636,0,0,0,False
41.31,34637,0,0,0,False
41.32,34638,0,0,0,False
41.33,34639,0,0,0,False
41.34,34627,0,0,0,False
41.35,34628,0,0,0,False
41.36,34629,0,0,0,False
41.37,34630,0,0,0,False
41.38,34644,0,0,0,False
41.39,34645,0,0,0,False
41.40,34631,0,0,0,False
41.41,34640,0,0,0,False
41.42,34641,0,0,0,False
41.43,34642,0,0,0,False
41.44,34643,0,0,0,False
42.0,34650,0,0,0,False
42.1,34653,0,0,0,False
42.2,34656,0,0,0,False
42.3,34659,0,0,0,False
42.4,34662,0,0,0,False
42.5,34663,0,0,0,False
42.6,34676,2,0,0,False
42.7,34678,2,0,0,False
42.8,34681,0,0,0,False
42.9,34683,0,0,0,False
42.10,34684,0,0,0,False
42.11,34685,0,0,0,False
42.12,34688,0,0,0,False
42.13,34689,0,0,0,False
42.14,34690,0,0,0,False
42.15,34691,0,0,0,False
42.16,35347,1,0,0,False
42.17,35348,1,0,0,False
42.18,35349,0,0,0,False
42.19,34651,0,0,0,False
42.20,34652,0,0,0,False
42.21,34664,0,0,0,False
42.22,34665,0,0,0,False
42.23,34670,0,0,0,False
42.24,34671,0,0,0,False
42.25,34657,0,0,0,False
42.26,34658,0,0,0,False
42.27,34668,0,0,0,False
42.28,34674,0,0,0,False
42.29,34654,0,0,0,False
42.30,34655,0,0,0,False
42.31,34660,0,0,0,False
42.32,34661,0,0,0,False
42.33,34669,0,0,0,False
42.34,34675,0,0,0,False
42.35,34679,0,0,0,False
42.36,34680,0,0,0,False
42.37,34686,0,0,0,False
42.38,34666,0,0,0,False
42.39,34667,0,0,0,False
42.40,34672,0,0,0,False
42.41,34673,0,0,0,False
42.42,34677,0,0,0,False
