key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
25,"fat chocobo",0,"fat chocobos",0,0,1,0,0,643,2,1,45,0,15,1,0,0,193,"SE_Bt_Etc_DebuCyokoboWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_DebuCyokoboBye",20,10,True,False,0,0,0,0,12,4013,2,100,0,0,70,0,0,False,False,False,False,False,0,0,False,False
26,"cavalry elbst",0,"cavalry elbst",0,0,1,0,0,689,2,1,45,85,85,1,2,7,121,"SE_Bt_Etc_WaterRizardWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_WaterRizardBye",20,10,False,True,0,0,0,0,13,4014,11,100,0,0,70,0,0,False,False,False,False,False,0,0,False,False
27,"bomb palanquin",0,"bomb palanquins",0,0,1,0,0,644,2,1,45,15,15,1,2,0,121,"SE_Bt_Etc_BomKikyuuWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BomKikyuuBye",20,10,False,True,0,0,0,0,14,4015,12,100,0,0,70,0,0,True,False,False,False,False,0,0,False,False
28,"Aithon",0,"Aithons",0,1,1,0,1,713,2,1,45,70,70,1,2,5,269,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,False,True,0,0,0,0,15,4016,2000,65,0,0,70,0,0,False,False,False,False,False,0,0,False,False
29,"Xanthos",0,"Xanthoses",0,0,1,0,1,714,2,1,45,70,70,1,2,5,268,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,False,True,0,0,0,0,16,4017,2000,65,0,0,70,0,0,False,False,False,False,False,0,0,False,False
30,"Gullfaxi",0,"Gullfaxis",0,0,1,0,1,715,2,1,45,70,70,1,2,5,267,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,False,True,0,0,0,0,17,4018,2000,65,0,0,70,0,0,False,False,False,False,False,0,0,False,False
31,"Enbarr",0,"Enbarrs",0,1,1,0,1,716,2,1,45,70,70,1,2,5,266,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,False,True,0,0,0,0,18,4019,2000,65,0,0,70,0,0,False,False,False,False,False,0,0,False,False
32,"warlion",0,"warlions",0,0,1,0,0,721,2,1,45,70,50,1,2,8,121,"SE_Bt_Etc_LionWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_LionBye",20,10,False,True,0,0,0,0,19,4020,13,150,13,4,70,0,0,False,False,False,False,False,0,0,False,False
33,"warbear",0,"warbears",0,0,1,0,0,719,2,1,45,15,70,1,2,9,121,"SE_Bt_Etc_KumaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_KumaBye",20,10,False,True,0,0,0,0,20,4021,14,65,12,3,70,0,0,False,False,False,False,False,0,0,False,False
34,"draught chocobo",0,"draught chocobos",0,0,1,0,0,1,2,1,45,15,15,1,0,10,62,"SE_Bt_Etc_ChocoboWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_ChocoboBye",20,20,False,True,65563,65563,65563,65563,21,4022,1,100,0,0,55,1,0,False,False,False,False,False,0,0,False,False
35,"direwolf",0,"direwolves",0,0,1,0,0,675,2,1,45,70,70,1,2,11,121,"SE_Bt_Etc_WolfWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_WolfBye",20,10,False,True,0,0,0,0,22,4023,29,100,0,0,55,0,0,False,False,False,False,False,0,0,False,False
36,"storm warsteed",0,"storm warsteeds",0,0,1,0,0,811,2,1,45,70,70,1,2,12,121,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,False,True,65537,65537,65537,0,23,4024,2010,100,0,0,55,0,0,False,False,False,False,False,0,0,False,False
37,"serpent warsteed",0,"serpent warsteeds",0,0,1,0,0,811,2,1,45,70,70,1,2,12,121,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,False,True,131073,131073,131073,0,24,4025,2010,100,0,0,55,0,0,False,False,False,False,False,0,0,False,False
38,"flame warsteed",0,"flame warsteeds",0,0,1,0,0,811,2,1,45,70,70,1,2,12,121,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,False,True,196609,196609,196609,0,25,4026,2010,100,0,0,55,0,0,False,False,False,False,False,0,0,False,False
39,"",0,"",0,0,1,0,0,820,2,0,45,15,15,0,0,7,121,"SE_Bt_Etc_WaterRizardWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_WaterRizardBye",20,10,False,True,0,0,0,0,-1,4014,0,100,0,0,100,0,8,False,False,False,False,False,0,0,False,False
40,"Markab",0,"Markabs",0,0,1,0,1,817,2,1,45,70,70,1,2,5,265,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,False,True,0,0,0,0,26,4027,2000,65,0,0,70,0,0,False,False,False,False,False,0,0,False,False
41,"ceremony chocobo",0,"ceremony chocobos",0,0,1,0,0,571,2,1,45,15,15,1,0,13,62,"SE_Bt_Etc_ChocoboWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_ChocoboBye",20,20,False,True,65537,65537,65537,65537,27,4031,1,100,0,0,55,1,0,False,False,False,False,False,0,0,False,False
42,"Sleipnir",0,"Sleipnirs",0,0,1,0,1,866,5,1,45,70,85,1,2,14,263,"SE_Bt_Etc_SleipnilWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_SleipnilBye",20,10,False,True,0,0,0,0,28,4028,2020,100,0,0,55,0,0,False,False,False,False,False,0,0,False,False
43,"Boreas",0,"Boreases",0,0,1,0,1,818,2,1,45,70,70,1,2,5,264,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,False,True,0,0,0,0,29,4029,2000,65,0,0,70,0,0,False,False,False,False,False,0,0,False,False
44,"parade chocobo",0,"parade chocobos",0,0,1,0,0,965,2,1,45,0,15,1,0,0,193,"SE_Bt_Etc_DebuCyokoboWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_DebuCyokoboBye",20,10,True,False,0,0,0,0,30,4030,2,100,0,0,70,0,0,False,False,False,False,False,0,0,False,False
45,"black chocobo",0,"black chocobos",0,0,1,0,0,966,2,1,45,15,15,1,0,1,62,"SE_Bt_Etc_ChocoboWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_ChocoboBye",20,20,False,True,65552,65552,131073,65537,40,4036,1,100,0,0,55,0,0,False,False,False,False,False,0,0,False,False
46,"adamantoise",0,"adamantoises",0,1,1,0,0,987,2,1,45,15,15,1,0,15,121,"SE_Bt_Etc_AdamanWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_AdamanBye",5,3,False,True,0,0,0,0,31,4034,32,65,0,0,70,0,0,False,False,False,False,False,0,0,False,False
47,"Kirin",0,"Kirins",0,0,1,0,1,958,2,1,45,15,80,1,0,5,358,"SE_Bt_Etc_KirinWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_KirinBye",20,10,False,True,0,0,0,0,32,4032,2000,65,0,0,70,0,0,False,False,False,False,False,0,0,False,False
48,"logistics system",0,"logistics systems",0,0,1,0,0,1029,2,1,45,15,15,1,0,16,121,"SE_Bt_Etc_DaragabWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_DaragabBye",0,10,False,True,0,0,0,0,33,4033,1000,100,12,4,100,0,9,True,True,False,False,False,0,0,False,False
49,"Fenrir",0,"Fenrirs",0,0,1,0,1,1026,2,1,45,15,70,1,2,17,121,"SE_Bt_Etc_FenrirWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FenrirBye",20,10,False,True,0,0,0,0,34,4035,33,65,0,6,70,0,0,False,False,False,False,False,0,0,False,False
50,"Midgardsormr",0,"Midgardsormrs",0,0,1,0,1,926,2,1,45,15,50,1,2,0,319,"SE_Bt_Etc_DragoneWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_DragoneBye",20,10,False,True,0,0,0,0,35,4037,2400,40,0,0,75,0,0,False,False,False,False,False,0,0,False,False
51,"",0,"",0,0,1,0,0,311,5,0,45,15,15,0,0,18,0,"","","",0,0,False,True,0,0,0,0,-1,0,0,100,0,0,100,0,0,False,False,False,False,False,0,0,False,False
52,"amber draught chocobo",0,"amber draught chocobos",0,1,1,0,0,1,2,1,45,15,15,1,0,10,62,"SE_Bt_Etc_ChocoboWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_ChocoboBye",20,20,False,True,131099,131099,131099,131099,41,4044,1,100,0,0,55,1,0,False,False,False,False,False,0,0,False,False
53,"sanuwa",0,"sanuwas",0,0,1,0,0,1161,2,1,45,15,50,1,2,19,319,"SE_Bt_Etc_CeronWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_CeronBye",20,20,False,True,0,0,0,0,36,4038,35,90,9,3,60,0,0,True,False,False,False,False,0,0,False,False
54,"griffin",0,"griffins",0,0,1,0,0,992,2,1,45,70,60,1,2,20,319,"SE_Bt_Etc_GrifinWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_GrifinBye",20,20,False,True,0,0,0,0,37,4039,34,60,9,3,60,0,0,False,False,False,False,False,0,0,False,False
55,"manacutter",0,"manacutters",0,0,1,0,0,929,2,1,45,15,15,1,2,0,319,"SE_Bt_Etc_HitorinoriWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_HitorinoriBye",0,10,False,True,0,0,0,0,38,4040,1010,60,0,0,60,0,0,True,False,False,False,False,0,0,False,False
56,"war panther",0,"war panthers",0,0,1,0,0,2048,2,1,45,70,70,1,2,3,121,"SE_Bt_Etc_CuahrWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_CuahrBye",20,10,False,True,0,0,0,0,39,4041,7,60,0,0,60,0,0,False,False,False,False,False,0,0,False,False
57,"",0,"",0,0,1,0,0,1,2,0,45,15,15,1,0,1,61,"SE_Bt_Etc_ChocoboWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_ChocoboBye",20,20,False,True,65552,65552,131073,65537,-1,0,0,100,0,0,55,0,0,False,False,False,False,False,0,0,False,False
58,"gobwalker",0,"gobwalkers",0,0,1,0,0,1011,2,1,45,0,70,1,2,21,397,"SE_Bt_Etc_GobrinTunkWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_GobrinTunkBye",0,10,False,True,0,0,0,0,42,4042,1010,50,0,0,50,0,0,False,False,False,False,False,0,0,False,False
59,"Twintania",0,"Twintanias",0,0,1,0,1,1249,2,1,45,15,60,1,2,60,319,"SE_Bt_Etc_TwinTaniaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_TwinTaniaBye",20,20,False,True,0,0,0,0,43,4043,36,55,9,3,60,0,12,False,True,False,False,False,0,0,False,False
60,"",0,"",0,0,1,0,0,1011,2,0,45,15,15,0,0,21,397,"SE_Bt_Etc_GobrinTunkWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_GobrinTunkBye",0,10,False,True,0,0,0,0,-1,0,0,50,0,0,100,0,10,False,False,True,False,False,0,0,False,False
61,"",0,"",0,0,1,0,0,1011,2,0,45,15,15,0,0,21,397,"SE_Bt_Etc_GobrinTunkWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_GobrinTunkBye",0,10,False,True,0,0,0,0,-1,0,0,50,0,0,100,0,11,False,False,True,False,False,0,0,False,False
62,"witch's broom",0,"witch's brooms",0,0,1,0,0,1326,2,1,45,15,15,1,2,22,330,"SE_Bt_Etc_HoukiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_HoukiBye",20,10,False,True,0,0,0,0,44,4045,1010,100,0,0,70,0,33,True,True,False,False,False,0,0,False,False
63,"",0,"",0,0,1,0,0,1326,2,0,45,15,15,0,0,22,330,"SE_Bt_Etc_HoukiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_HoukiBye",20,10,False,True,0,0,0,0,-1,0,0,100,0,0,100,0,13,True,False,False,False,False,0,0,False,False
64,"",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","",0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,False,False
65,"",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","",0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,0,False,False
66,"",0,"",0,0,1,0,0,1161,2,1,45,15,50,1,2,19,319,"SE_Bt_Etc_CeronWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_CeronBye",20,20,False,True,0,0,0,0,-1,0,0,60,9,3,60,0,14,True,False,False,False,False,0,0,False,False
67,"pegasus",0,"pegasi",0,0,1,0,0,1065,2,1,45,15,80,1,2,24,319,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,False,True,0,0,0,0,46,4047,2000,65,0,0,60,0,0,False,False,False,False,False,0,0,False,False
68,"White Devil",0,"White Devils",0,0,1,0,0,2,2,1,45,0,15,1,2,0,331,"SE_Bt_Etc_MadoWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MadoBye",0,10,False,True,0,393217,0,0,47,4048,4,77,0,0,70,0,2,False,True,False,False,False,0,0,False,False
69,"Red Baron",0,"Red Barons",0,0,1,0,0,2,2,1,45,0,15,1,2,0,331,"SE_Bt_Etc_MadoWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MadoBye",0,10,False,True,0,327681,0,0,48,4049,4,77,0,0,70,0,2,False,True,False,False,False,0,0,False,False
70,"wyvern",0,"wyverns",0,0,1,0,0,1412,2,1,45,15,50,1,2,25,319,"SE_Bt_Etc_TwinTaniaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_TwinTaniaBye",20,20,False,True,0,0,0,0,49,4050,37,120,9,3,60,0,0,False,False,False,False,False,0,0,False,False
71,"SDS Fenrir",0,"SDS Fenrirs",0,0,1,0,0,964,2,1,45,15,15,1,2,65,592,"SE_Bt_Etc_BikeWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_BikeBye",0,10,False,True,0,0,0,0,127,4135,1060,100,0,0,60,0,0,False,False,False,False,False,0,0,False,False
72,"kongamato",0,"kongamato",0,0,1,0,0,1411,2,1,45,0,60,1,2,26,319,"SE_Bt_Etc_EnsaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_EnsaBye",15,9,False,True,0,0,0,0,50,4051,38,65,0,0,60,0,0,True,False,False,False,False,0,0,False,False
73,"zu",0,"zu",0,0,1,0,0,1446,2,1,45,15,60,1,2,27,319,"SE_Bt_Etc_ZooWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_ZooBye",20,20,False,True,0,0,0,0,51,4052,39,55,9,3,55,0,0,False,False,False,False,False,0,0,False,False
74,"bennu",0,"bennus",0,0,1,0,0,1447,2,1,45,15,60,1,2,27,376,"SE_Bt_Etc_BennuWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BennuWhistle_only",20,20,False,True,0,0,0,0,52,4053,39,55,9,3,55,0,0,False,False,False,False,False,0,0,False,False
75,"white lanner",0,"white lanners",0,0,1,0,0,1511,2,1,45,15,70,1,2,28,371,"SE_Bt_Etc_BirdWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BirdBye",20,10,False,True,0,0,0,0,53,4054,2100,90,0,0,50,0,0,False,False,False,False,False,0,0,False,False
76,"rose lanner",0,"rose lanners",0,0,1,0,0,1512,2,1,45,15,70,1,2,28,372,"SE_Bt_Etc_BirdWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BirdBye",20,10,False,True,0,0,0,0,54,4055,2100,90,0,0,50,0,0,False,False,False,False,False,0,0,False,False
77,"round lanner",0,"round lanners",0,0,1,0,0,1513,2,1,45,15,70,1,2,28,373,"SE_Bt_Etc_BirdWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BirdBye",20,10,False,True,0,0,0,0,55,4056,2100,90,0,0,50,0,0,False,False,False,False,False,0,0,False,False
78,"warring lanner",0,"warring lanners",0,0,1,0,0,1514,2,1,45,15,70,1,2,28,374,"SE_Bt_Etc_BirdWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BirdBye",20,10,False,True,0,0,0,0,56,4057,2100,90,0,0,50,0,0,False,False,False,False,False,0,0,False,False
79,"",0,"",0,0,1,0,0,1411,2,1,45,0,60,1,2,26,319,"SE_Bt_Etc_EnsaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_EnsaBye",15,9,False,True,0,0,0,0,-1,0,0,65,0,0,60,0,15,False,False,False,False,False,0,0,False,False
80,"Gloria-class airship",0,"Gloria-class airships",0,0,1,0,0,1444,2,1,45,15,15,1,2,29,319,"SE_Bt_Etc_CyoukogataWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_CyoukogataBye",0,10,False,True,0,0,0,0,57,4058,1010,140,0,0,70,0,0,True,False,False,False,False,0,0,False,False
81,"flying cumulus",0,"flying cumuli",0,0,1,0,0,1505,2,1,45,15,15,1,2,30,319,"SE_Bt_Etc_KintounWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_KintounBye",20,20,False,True,0,0,0,0,58,4059,2510,100,0,0,70,0,0,True,False,False,False,False,0,0,False,False
82,"original fat chocobo",0,"original fat chocobos",0,0,1,0,0,1520,2,1,45,0,15,1,0,0,193,"SE_Bt_Etc_DebuCyokoboWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_DebuCyokoboBye",20,10,True,False,0,0,0,0,59,4060,2,100,0,0,70,0,0,False,False,False,False,False,0,0,False,False
83,"Astrope",0,"Astropes",0,0,1,0,1,1476,2,1,45,15,80,1,2,31,319,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,False,True,0,0,0,0,60,4061,2000,65,0,0,60,1,0,False,False,False,False,False,0,0,False,False
84,"fat moogle",0,"fat moogles",0,0,1,0,0,1532,2,1,45,15,15,1,2,32,396,"SE_Bt_Etc_MogKikyuuWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_MogKikyuuBye",20,10,False,True,0,0,0,0,61,4062,3,100,0,0,50,1,20,True,True,False,False,False,0,0,False,False
