key,0,1,2,3,4,5,6,7
8,3,63808,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Water
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","The most quintessential of water-aspected blue magicks. A competent mage will not only use its bubbles to smother nearby enemies, but also incorporate poisons, sealing the fates of any survivors.",4,81,0,0
9,11,63809,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Earth
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Just like that all-too-well-known fixture in the arsenals of many earthy soulkin, this technique creates a localized quake around the caster. According to legend, the earth itself will appear to shatter under a true master of the spell.",4,18,0,0
10,18,63810,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","This technique pelts foes with seedlike aetherial orbs, which then explode to release the soporific within. Scholars believe that similar defense mechanisms were originally developed by treants and other species vulnerable to vilekin in order to prevent their boring of holes and leeching of sap.",1,57,0,0
11,12,63811,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Instinctive to beastkin, Bristle channels sheer animalistic rage into heightened spiritual and physical power. The blue mage will find that she can adapt this technique to increase her spells' potency. ",1,55,0,0
12,41,63812,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","Primarily used by soulflayers, though reportedly also found in Blaster's arsenal, Mind Blast assaults nearby foes' perceptions, tormenting them with the sensation of manifold cuts. Senses overwhelmed, victims' bodies react as if perception were reality, leaving them wounded and paralyzed.",4,2,68731,68730
13,17,63813,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","Through the draining of blood, this spell saps a foe's aether, a portion of which is then absorbed by the caster. In nature, such habits first appeared in creatures such as bats and chigoes, who naturalists theorize developed the ability to absorb nutrients via blood over the course of centuries.",1,31,68730,68729
14,19,63814,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Fire
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","This spell creates an aetherial replica of the sort of bomb preferred by goblins. Of course, goblin bombs acquire their combustive force through the use of magically enhanced gunpowder, so mimicking this effect with aether alone requires no small amount of effort, but the results are...explosive.",1,30,0,0
15,36,63815,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Physical
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Damage: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Piercing
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Highly famed─and feared─due to its frequent use by cactuars, 1000 Needles showers one's surroundings with a hail of slim projectiles. Despite their magical nature, the velocity at which the blue mage's pseudo-spines are propelled ensures that they are quite as painful as the real thing.",1,45,68733,68732
16,5,63816,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Physical
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Damage: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Piercing
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","This technique mimics the Drill Cannons of machina by winding aetherial currents until they resemble rapidly spinning projectiles. Like the physical drills upon which they are patterned, these projectiles excel at penetrating stone.",1,46,0,0
17,27,63817,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Common amongst dahaks, this technique requires using the position of one's own eyes to anchor arcane geometries in which to concentrate aether. The user then expels the aether, propelled by ill will, in the direction of his gaze─though this tends to earn him a fair bit of ire in return.",4,14,0,0
18,15,63818,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Physical
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Damage: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Slashing
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","At this point, tonberries' predilection for sharpened knives is well known. By manipulating aether to harness feelings of resentment, one hones a keener blade for driving into the heart of the enemy. Naturally, being beset by this attack while unable to move is a uniquely harrowing experience.",4,10,0,0
19,7,63819,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","To utilize this simple teleportation magic, casters must create an aetherial current upon which to travel between their location and the desired position. Though this is only effective over short distances, it is nevertheless an invaluable tool in the event that one needs to beat a hasty retreat.",1,46,0,0
20,2,63820,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Fire
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","As with thaumaturgical fire spells, the jet of flame produced by this technique manifests from a burst of fire-aspected aether. Certain weapons produce similar effects; however, this is not through aetherial manipulation, but rather the copious use of highly flammable liquid.",4,20,0,0
21,23,63821,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","Originally developed as a means of defense from flesh-eating beasts, this favorite of the Qiqirn tribes produces a shockwave as its user strikes together palms filled with concentrated aether, leaving foes witless.",1,32,68732,68731
22,10,63822,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Lightning
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Perhaps best known as the unsettling hallmark of the cyclops, Glower involves funneling aether through the eyes as if they were arcane circles─much like its sister spell, The Look. Its highly concentrated aether strikes foes like a levinbolt, leaving their skin singed and muscles seizing.",4,5,68734,68733
23,35,63823,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","A magical imitation of warmachina technology, this technique allows the user to fire a barrage of aetherial missiles. When efficacious─which, bear in mind, is not guaranteed─it sends a shock through the foe that appears to resonate more the greater their vitality.",4,85,0,0
24,13,63824,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","White Wind imbues a localized current of air with purified aether, distributing its curative effects throughout the vicinity. Though powerful for such a simple spell, the purification of sufficient aether requires significant magical exertion on the part of the caster, and thus should be used sparingly.  ",2,0,0,0
25,8,63825,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Physical
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Damage: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Piercing
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","A desperate mage's last resort, this technique converts all of the user's life force to an aetherial poison that is then injected into a single adversary. Suffice it to say that, as with the physical sting of the wespe, it should not be relied upon in but the most dire of circumstances.",1,30,0,0
26,21,63826,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Fire
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","Credited as the source of the “bomb” voidsent family's name, Self-destruct, when used by blue mages, converts the entirety of its caster's energy into fire-aspected aether to cause an explosion. The application of oil has been observed to make it more effective─though likely also more painful.",1,42,0,0
27,22,63827,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","At times used by self-sacrificing spirits of the dead roaming the New World, this technique consumes the entirety of the one's being to fully restore both the body and mind of another. Though the sacrifice required is great, the use of this spell is a deed not soon forgotten.",2,0,0,0
28,32,63828,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","This technique covers the blue mage's body in oil, much like a gigantoad's slime would its own, allowing the caster to slip and slide away from foes' attacks. Though most consider it uncouth at best, make no mistake─its devotees are few, but ardent.",1,42,0,0
29,20,63829,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","A primitive type of curse cast by giants in the New World, this spell sunders opponents' defenses by breaking their spirits. Pairing it with strong offensive magic allows the blue mage to weaken and strike down foe after foe without cease. ",2,0,0,0
30,31,63830,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Physical
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Damage: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Blunt
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","In nature, Sticky Tongue is employed by gigantoads, who extend said lengthy and unusually adhesive appendages to capture distant prey. The blue magic rendition utilizes a far more sanitary aetherial “tongue,” but the principle is the same.",1,42,0,0
31,40,63831,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Karlabos performs Tail Screw by collecting turbulent aether in the tip of its tail, then unleashing it at once as a violent whorl that rips foes' lives from their bodies. This is notoriously difficult to imitate, due to the challenges inherent in attempting to control such a volatile aetherial vortex.",4,28,0,0
32,14,63832,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","This curse, commonly used by ahrimans and similar voidsent, takes advantage of the hubris that living creatures tend to fall prey to upon reaching certain milestones in development, targeting mental weaknesses to give foes a paralyzing reminder of their own fallibility.",4,6,0,0
33,39,63833,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","This technique imitates a peculiar flute wrested from the grasp of a vanquished voidsent. Said creature was initially welcomed as a god by those New World peoples who worship the moon, but it soon became clear to them that the flute was the true source of its power and cruel authority. ",2,0,0,0
34,42,63834,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Oft cast by voidsent in the New World, this mortal curse merely hints that one's time may be nigh. For particularly suggestible opponents, however, this is enough─the looming spectre of death will send them leaping to their graves.",2,0,0,0
35,30,63835,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Protected by only a dainty layer of scales, some Indigo Deep-dwellers' survival has come to depend on aetherial manipulation─this technique included. By reducing the amount of aether used for offense, more becomes available for the creation of a strong─if flashy─barrier.",2,0,0,0
36,16,63836,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Ice
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","Favored by certain types of voidsent, this spell─technically a curse, cast upon oneself─converts the malice of attackers into aetherial spikes of ice, impaling them each time they strike. The more furious their flurries, the more pain they cause themselves─poetic justice, one might say.",1,54,0,0
37,33,63837,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Ice
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Scholars theorize that this particular spell was born of the variety of aetherial manipulation often performed by northern rams to survive the harsh climes of high elevations─but when ram became chimerical head, it began to favor offense over defense.",4,12,0,0
38,34,63838,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Lightning
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","The blue mage's ability to precisely direct volatile levin to form the smooth ring produced by this spell is owed to the chimera from which the technique was learned─and whose control of lightning aether was, in turn, owed to its draconic head.",4,12,0,0
39,43,63839,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","A variant on a salamander specialty, Peculiar Light disperses radiance naturally emitted during spellcasting into a half-globe, clouding victims' vision. Thus unbeknownst to them, malignant aether lurking within the rapidly reflecting beams renders them more susceptible to further aetherial assaults.",1,67,0,0
40,37,63840,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","Ink Jet can be considered a more advanced form of Water Cannon─fitting, as both come courtesy of the kraken. The spell infuses aetherially concentrated water with whatever impure substances are most readily available to create and expel a synthetic “ink,” blinding opponents.",4,28,0,0
41,24,63841,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Physical
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Damage: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Piercing
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","The apkallu, in the wild, violently regurgitates its latest pescatarian meal at predators as a defense mechanism. In blue magic trials, Flying Sardine has proven to be an equally effective deterrent even when the sardine in question is not entirely physical, reliably shocking adversaries into silence.",1,32,0,0
42,29,63842,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>None
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Diamondback weaves earth-aspected aether into a hard mineral shield, mimicking what many describe as the “maddening” effect of shelled dragons' carapaces. Alas, though its defensive properties are superlative, its weight makes it impossible for the caster to move while under its aegis.",4,25,0,0
43,38,63843,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Type: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magic
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Aspect: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Fire
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rank: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","In imitation of a martial technique passed down for generations by Mamool Ja tribes in the New World, this spell imbues a long-headed spear called an “angon”─or rather, an aetherial replica of the same─with fire-aspected aether and propels it across the field at enemy combatants.",4,30,0,0
