#,Unknown0,Unknown1,Unknown5,Unknown2,Unknown3,Unknown4
101,11654854,39545,1000,1,255,False
102,11654854,39583,1000,1,255,False
103,11654855,39350,1000,1,255,False
104,11654855,39546,1000,1,255,False
105,11654856,39351,1000,1,255,False
106,11654856,39547,1000,1,255,False
107,11654857,39352,1000,1,255,False
108,11654857,39548,1000,1,255,False
109,11654857,39582,1000,1,255,False
110,11654858,39353,1000,1,255,False
111,11654858,39549,1000,1,255,False
112,11654859,39354,1000,1,255,False
113,11654859,39550,1000,1,255,False
114,11654860,39355,1000,1,255,False
115,11654860,39551,1000,1,255,False
116,11654861,39356,1000,1,255,False
117,11654861,39552,1000,1,255,False
118,11654862,39433,1000,1,255,False
119,11654862,39553,1000,1,255,False
120,11654863,39434,1000,1,255,False
121,11654863,39554,1000,1,255,False
122,11654864,39435,1000,1,255,False
123,11654864,39555,1000,1,255,False
124,11654865,39436,1000,1,255,False
125,11654865,39557,1000,1,255,False
126,11654866,39437,1000,1,255,False
127,11654866,39558,1000,1,255,False
128,11654867,39438,1000,1,255,False
129,11654867,39559,1000,1,255,False
130,11654868,39439,1000,1,255,False
131,11654868,39560,1000,1,255,False
132,11654869,39440,1000,1,255,False
133,11654869,39562,1000,1,255,False
134,11654870,39441,1000,1,255,False
135,11654870,39563,1000,1,255,False
136,11654871,39442,1000,1,255,False
137,11654871,39564,1000,1,255,False
138,11654871,39584,1000,1,255,False
139,11654872,39597,1000,1,255,False
140,11654872,39605,1000,1,255,False
141,11654873,39598,1000,1,255,False
142,11654873,39606,1000,1,255,False
143,11654874,39599,1000,1,255,False
144,11654874,39607,1000,1,255,False
145,11654875,39600,1000,1,255,False
146,11654875,39608,1000,1,255,False
147,11654876,39601,1000,1,255,False
148,11654876,39609,1000,1,255,False
149,11654877,39602,1000,1,255,False
150,11654877,39610,1000,1,255,False
151,11654878,39603,1000,1,255,False
152,11654878,39611,1000,1,255,False
153,11654879,39604,1000,1,255,False
154,11654879,39612,1000,1,255,False
155,11654914,39445,1000,1,255,False
156,11654914,39475,1000,1,255,False
157,11654915,39446,1000,1,255,False
158,11654915,39476,1000,1,255,False
159,11654916,39447,1000,1,255,False
160,11654916,39477,1000,1,255,False
161,11654917,39448,1000,1,255,False
162,11654917,39478,1000,1,255,False
163,11654918,39449,1000,1,255,False
164,11654918,39479,1000,1,255,False
165,11654919,39450,1000,1,255,False
166,11654919,39480,1000,1,255,False
167,11654920,39451,1000,1,255,False
168,11654920,39481,1000,1,255,False
169,11654921,39452,1000,1,255,False
170,11654921,39482,1000,1,255,False
171,11654922,39453,1000,1,255,False
172,11654922,39483,1000,1,255,False
173,11654923,39454,1000,1,255,False
174,11654923,39484,1000,1,255,False
175,11654924,39455,1000,1,255,False
176,11654924,39485,1000,1,255,False
177,11654925,39456,1000,1,255,False
178,11654925,39486,1000,1,255,False
179,11654926,39457,1000,1,255,False
180,11654926,39487,1000,1,255,False
181,11654927,39458,1000,1,255,False
182,11654927,39488,1000,1,255,False
183,11654928,39459,1000,1,255,False
184,11654928,39489,1000,1,255,False
185,11654929,39460,1000,1,255,False
186,11654929,39490,1000,1,255,False
187,11654930,39461,1000,1,255,False
188,11654930,39491,1000,1,255,False
189,11654931,39462,1000,1,255,False
190,11654931,39494,1000,1,255,False
191,11654932,39463,1000,1,255,False
192,11654932,39492,1000,1,255,False
193,11654933,39464,1000,1,255,False
194,11654933,39493,1000,1,255,False
195,11654934,39465,1000,1,255,False
196,11654934,39614,1000,1,255,False
197,11654935,39466,1000,1,255,False
198,11654935,39615,1000,1,255,False
199,11654936,39467,1000,1,255,False
200,11654936,39616,1000,1,255,False
201,11654937,39468,1000,1,255,False
202,11654937,39617,1000,1,255,False
203,11654938,39469,1000,1,255,False
204,11654938,39618,1000,1,255,False
205,11654939,39470,1000,1,255,False
206,11654939,39620,1000,1,255,False
207,11654940,39471,1000,1,255,False
208,11654940,39621,1000,1,255,False
209,11654941,39472,1000,1,255,False
210,11654941,39622,1000,1,255,False
211,11654942,39473,1000,1,255,False
212,11654942,39623,1000,1,255,False
213,11654943,39474,1000,1,255,False
214,11654943,39624,1000,1,255,False
215,0,0,0,0,0,False
216,0,0,0,0,0,False
217,0,0,0,0,0,False
218,0,0,0,0,0,False
219,0,0,0,0,0,False
220,0,0,0,0,0,False
221,0,0,0,0,0,False
222,0,0,0,0,0,False
223,0,0,0,0,0,False
224,0,0,0,0,0,False
225,0,0,0,0,0,False
226,0,0,0,0,0,False
227,0,0,0,0,0,False
228,0,0,0,0,0,False
229,0,0,0,0,0,False
230,0,0,0,0,0,False
231,0,0,0,0,0,False
232,11654887,39846,1000,1,255,False
233,11654887,39847,1000,1,255,False
234,11654888,39893,1000,1,2,False
235,11654888,39800,1000,1,2,False
236,11654888,39916,1000,1,2,False
237,11654888,39917,1000,1,2,False
238,11654888,39918,1000,1,2,False
239,11654889,39894,1000,1,2,False
240,11654889,39801,1000,1,2,False
241,11654890,39895,1000,1,2,False
242,11654890,39802,1000,1,2,False
243,11654891,39896,1000,1,2,False
244,11654891,39803,1000,1,2,False
245,11654892,39897,1000,1,2,False
246,11654892,39804,1000,1,2,False
247,11654893,39898,1000,1,2,False
248,11654893,39805,1000,1,2,False
249,11654894,39899,1000,1,2,False
250,11654894,39806,1000,1,2,False
251,11654895,39900,1000,1,2,False
252,11654895,39807,1000,1,2,False
253,11654896,39901,1000,1,2,False
254,11654896,39808,1000,1,2,False
255,11654897,39902,1000,1,2,False
256,11654897,39809,1000,1,2,False
257,11654898,39903,1000,1,2,False
258,11654898,39810,1000,1,2,False
259,11654899,39904,1000,1,2,False
260,11654899,39811,1000,1,2,False
261,11654900,39905,1000,1,2,False
262,11654900,39812,1000,1,2,False
263,11654901,39906,1000,1,2,False
264,11654901,39813,1000,1,2,False
265,11654901,39919,1000,1,2,False
266,11654902,39907,1000,1,2,False
267,11654902,39814,1000,1,2,False
268,11654903,39908,1000,1,2,False
269,11654903,39815,1000,1,2,False
270,11654903,39920,1000,1,2,False
271,11654904,39909,1000,1,2,False
272,11654904,39816,1000,1,2,False
273,11654905,39910,1000,1,2,False
274,11654905,39817,1000,1,2,False
275,11654906,39911,1000,1,2,False
276,11654906,39818,1000,1,2,False
277,11654907,39912,1000,1,2,False
278,11654907,39819,1000,1,2,False
279,11654908,39913,1000,1,2,False
280,11654908,39820,1000,1,2,False
281,11654909,39835,1000,1,2,False
282,11654909,39836,1000,1,2,False
283,11654910,39914,1000,1,2,False
284,11654910,39837,1000,1,2,False
285,11654911,39915,1000,1,2,False
286,11654911,39838,1000,1,2,False
287,0,0,0,0,0,False
288,0,0,0,0,0,False
289,0,0,0,0,0,False
290,0,0,0,0,0,False
291,0,0,0,0,0,False
292,0,0,0,0,0,False
293,11702095,40301,1000,1,2,False
294,11702095,40301,1000,2,0,False
295,11702095,40301,1000,2,1,False
296,11702095,40301,1000,2,2,False
297,11702095,40301,1000,2,3,False
298,11702102,40301,1000,1,2,False
299,11702102,40301,1000,2,0,False
300,11702102,40301,1000,2,1,False
301,11702102,40301,1000,2,2,False
302,11702102,40301,1000,2,3,False
303,11702105,40301,1000,1,2,False
304,11702105,40301,1000,2,0,False
305,11702105,40301,1000,2,1,False
306,11702105,40301,1000,2,2,False
307,11702105,40301,1000,2,3,False
308,11702106,40301,1000,1,2,False
309,11702106,40301,1000,2,0,False
310,11702106,40301,1000,2,1,False
311,11702106,40301,1000,2,2,False
312,11702106,40301,1000,2,3,False
313,11702109,40301,1000,1,2,False
314,11702109,40301,1000,2,0,False
315,11702109,40301,1000,2,1,False
316,11702109,40301,1000,2,2,False
317,11702109,40301,1000,2,3,False
318,11702111,40301,1000,1,2,False
319,11702111,40301,1000,2,0,False
320,11702111,40301,1000,2,1,False
321,11702111,40301,1000,2,2,False
322,11702111,40301,1000,2,3,False
323,11702113,40301,1000,1,2,False
324,11702113,40301,1000,2,0,False
325,11702113,40301,1000,2,1,False
326,11702113,40301,1000,2,2,False
327,11702113,40301,1000,2,3,False
328,11654888,39800,1000,2,0,False
329,11654888,39916,1000,2,0,False
330,11654888,39917,1000,2,0,False
331,11654888,39918,1000,2,0,False
332,11654889,39801,1000,2,0,False
333,11654890,39802,1000,2,0,False
334,11654891,39803,1000,2,0,False
335,11654892,39804,1000,2,0,False
336,11654893,39805,1000,2,0,False
337,11654894,39806,1000,2,0,False
338,11654895,39807,1000,2,0,False
339,11654896,39808,1000,2,0,False
340,11654897,39809,1000,2,0,False
341,11654898,39810,1000,2,0,False
342,11654899,39811,1000,2,0,False
343,11654900,39812,1000,2,0,False
344,11654901,39813,1000,2,0,False
345,11654901,39919,1000,2,0,False
346,11654902,39814,1000,2,0,False
347,11654903,39815,1000,2,0,False
348,11654903,39920,1000,2,0,False
349,11654904,39816,1000,2,0,False
350,11654905,39817,1000,2,0,False
351,11654906,39818,1000,2,0,False
352,11654907,39819,1000,2,0,False
353,11654908,39820,1000,2,0,False
354,11654909,39836,1000,2,0,False
355,11654910,39837,1000,2,0,False
356,11654911,39838,1000,2,0,False
357,11654913,39592,1000,2,2,False
358,11654913,39592,1000,2,0,False
359,11654888,39800,1000,2,2,False
360,11654888,39916,1000,2,2,False
361,11654888,39917,1000,2,2,False
362,11654888,39918,1000,2,2,False
363,11654889,39801,1000,2,2,False
364,11654890,39802,1000,2,2,False
365,11654891,39803,1000,2,2,False
366,11654892,39804,1000,2,2,False
367,11654893,39805,1000,2,2,False
368,11654894,39806,1000,2,2,False
369,11654895,39807,1000,2,2,False
370,11654896,39808,1000,2,2,False
371,11654897,39809,1000,2,2,False
372,11654898,39810,1000,2,2,False
373,11654899,39811,1000,2,2,False
374,11654900,39812,1000,2,2,False
375,11654901,39813,1000,2,2,False
376,11654901,39919,1000,2,2,False
377,11654902,39814,1000,2,2,False
378,11654903,39815,1000,2,2,False
379,11654903,39920,1000,2,2,False
380,11654904,39816,1000,2,2,False
381,11654905,39817,1000,2,2,False
382,11654906,39818,1000,2,2,False
383,11654907,39819,1000,2,2,False
384,11654908,39820,1000,2,2,False
385,11654909,39836,1000,2,2,False
386,11654910,39837,1000,2,2,False
387,11654911,39838,1000,2,2,False
388,11654913,39592,1000,2,4,False
389,11654913,39592,1000,2,6,False
390,11654885,40325,1000,1,255,False
391,11654884,40326,1000,1,255,False
392,11654886,40327,1000,1,255,False
393,11654883,40328,1000,1,255,False
394,11758077,40104,1000,1,255,True
395,11758069,40041,1000,1,255,True
396,11758070,40045,1000,1,255,True
397,11758071,40045,1000,1,255,True
398,11758072,40104,1000,1,255,True
399,11758073,40038,1000,1,255,True
400,11758076,40038,1000,1,255,True
401,11758074,40072,1000,1,255,True
402,11758075,40072,1000,1,255,True
403,11745766,40041,1000,1,255,True
404,11745767,40045,1000,1,255,True
405,11745768,40072,1000,1,255,True
406,11745769,40072,1000,1,255,True
407,11745772,40072,1000,1,255,True
408,11745770,40037,1000,1,255,True
409,11745771,40037,1000,1,255,True
410,11745773,40037,1000,1,255,True
411,11745774,40037,1000,1,255,True
412,11758125,39975,1000,1,255,True
413,11758126,39975,1000,1,255,True
414,11758127,39975,1000,1,255,True
415,11758128,39975,1000,1,255,True
416,11758129,39975,1000,1,255,True
417,11758130,39975,1000,1,255,True
418,11758131,39975,1000,1,255,True
419,11758132,39975,1000,1,255,True
420,11758133,39975,1000,1,255,True
421,11758134,39975,1000,1,255,True
422,11758135,39975,1000,1,255,True
423,11758136,39975,1000,1,255,True
424,11758137,40041,1000,1,255,True
425,11758138,40045,1000,1,255,True
426,11758140,40104,1000,1,255,True
427,11758139,40036,1000,1,255,True
428,11758141,40036,1000,1,255,True
429,11758142,40038,1000,1,255,True
430,11758143,40038,1000,1,255,True
431,11759277,40038,1000,1,255,True
432,11759278,40038,1000,1,255,True
433,11758144,40072,1000,1,255,True
434,11759275,40072,1000,1,255,True
435,11759276,40072,1000,1,255,True
436,11759284,40094,1000,1,255,True
437,11759285,40094,1000,1,255,True
438,11759286,40094,1000,1,255,True
439,11759287,40094,1000,1,255,True
440,11759288,40094,1000,1,255,True
441,11759289,40094,1000,1,255,True
442,11759283,40093,1000,1,255,True
443,11759290,40093,1000,1,255,True
444,11759291,40093,1000,1,255,True
445,11759292,40093,1000,1,255,True
446,11759293,40093,1000,1,255,True
447,11759294,40093,1000,1,255,True
448,11759295,40093,1000,1,255,True
449,11759298,40093,1000,1,255,True
450,11759299,40093,1000,1,255,True
451,11759300,40093,1000,1,255,True
452,11759296,40041,1000,1,255,True
453,11759297,40045,1000,1,255,True
454,11759301,40037,1000,1,255,True
455,11759304,40037,1000,1,255,True
456,11759306,40037,1000,1,255,True
457,11759302,40038,1000,1,255,True
458,11759303,40038,1000,1,255,True
459,11759305,40038,1000,1,255,True
460,11759307,40072,1000,1,255,True
461,11759308,40072,1000,1,255,True
462,11759309,40072,1000,1,255,True
463,11759310,40036,1000,1,255,True
464,11759311,40036,1000,1,255,True
465,11759312,40036,1000,1,255,True
466,11759313,40102,1000,1,255,True
467,11759314,40042,1000,1,255,True
468,11759315,40044,1000,1,255,True
469,11759317,40037,1000,1,255,True
470,11759318,40037,1000,1,255,True
471,11759323,40037,1000,1,255,True
472,11759319,40038,1000,1,255,True
473,11759320,40038,1000,1,255,True
474,11759324,40038,1000,1,255,True
475,11759321,40072,1000,1,255,True
476,11759322,40072,1000,1,255,True
477,11759325,40041,1000,1,255,True
478,11759326,40045,1000,1,255,True
479,11759327,40092,1000,1,255,True
480,11759328,40092,1000,1,255,True
481,11759329,40092,1000,1,255,True
482,11759316,40092,1000,1,255,True
483,11759331,39976,1000,1,255,True
484,11759332,39976,1000,1,255,True
485,11759333,39976,1000,1,255,True
486,11759334,39976,1000,1,255,True
487,11759335,39976,1000,1,255,True
488,11759336,39976,1000,1,255,True
489,11759337,39976,1000,1,255,True
490,11759338,39976,1000,1,255,True
491,11759339,39976,1000,1,255,True
492,11759340,39976,1000,1,255,True
493,11759344,39976,1000,1,255,True
494,11759345,39976,1000,1,255,True
495,11759341,40104,1000,1,255,True
496,11759342,40038,1000,1,255,True
497,11759343,40038,1000,1,255,True
498,11759330,40445,1000,1,255,True
499,11759357,39943,1000,1,255,True
500,11759358,39943,1000,1,255,True
501,11759359,39943,1000,1,255,True
502,11759360,39943,1000,1,255,True
503,11759361,39943,1000,1,255,True
504,11759362,39943,1000,1,255,True
505,11759363,39943,1000,1,255,True
506,11759364,39943,1000,1,255,True
507,11759365,39943,1000,1,255,True
508,11759367,39943,1000,1,255,True
509,11759368,39943,1000,1,255,True
510,11759369,39943,1000,1,255,True
511,11759370,39943,1000,1,255,True
512,11759371,39943,1000,1,255,True
513,11759372,40445,1000,1,255,True
514,11759373,40038,1000,1,255,True
515,11759374,40038,1000,1,255,True
516,11759375,40040,1000,1,255,True
517,11759376,40040,1000,1,255,True
518,11759377,40040,1000,1,255,True
519,11759378,40040,1000,1,255,True
520,11759379,40040,1000,1,255,True
521,11759380,40040,1000,1,255,True
522,11759346,40041,1000,1,255,True
523,11759347,40045,1000,1,255,True
524,11759348,40045,1000,1,255,True
525,11759349,40036,1000,1,255,True
526,11759350,40036,1000,1,255,True
527,11759353,40036,1000,1,255,True
528,11759354,40036,1000,1,255,True
529,11759351,40072,1000,1,255,True
530,11759352,40072,1000,1,255,True
531,11759355,40038,1000,1,255,True
532,11759356,40038,1000,1,255,True
533,11759387,39942,1000,1,255,True
534,11759388,39942,1000,1,255,True
535,11759389,39942,1000,1,255,True
536,11759390,39942,1000,1,255,True
537,11759391,39942,1000,1,255,True
538,11759392,39942,1000,1,255,True
539,11759393,39942,1000,1,255,True
540,11759394,39942,1000,1,255,True
541,11759395,39942,1000,1,255,True
542,11759396,40445,1000,1,255,True
543,11759397,40072,1000,1,255,True
544,11759398,40072,1000,1,255,True
545,11759399,40072,1000,1,255,True
546,11759400,40072,1000,1,255,True
547,11759401,40038,1000,1,255,True
548,11759402,40038,1000,1,255,True
549,11759403,40036,1000,1,255,True
550,11759404,40036,1000,1,255,True
551,11759405,40036,1000,1,255,True
552,11759410,40036,1000,1,255,True
553,11759406,40038,1000,1,255,True
554,11759407,40038,1000,1,255,True
555,11759408,40041,1000,1,255,True
556,11759409,40045,1000,1,255,True
557,11759381,40039,1000,1,255,True
558,11759382,40039,1000,1,255,True
559,11759383,40039,1000,1,255,True
560,11759384,40039,1000,1,255,True
561,11759385,40039,1000,1,255,True
562,11759386,40039,1000,1,255,True
563,11654882,40435,1000,1,2,False
564,11654882,40436,1000,1,2,False
565,11654882,40438,1000,1,2,False
566,11792147,40036,1000,1,255,True
567,11792148,40036,1000,1,255,True
568,11792149,40036,1000,1,255,True
569,11792150,40036,1000,1,255,True
570,11793283,40413,1000,1,255,False
571,11793284,40413,1000,1,255,False
572,11793285,40413,1000,1,255,False
573,0,0,0,0,0,False
574,0,0,0,0,0,False
575,0,0,0,0,0,False
576,0,0,0,0,0,False
577,0,0,0,0,0,False
578,0,0,0,0,0,False
579,0,0,0,0,0,False
580,0,0,0,0,0,False
581,0,0,0,0,0,False
582,0,0,0,0,0,False
583,0,0,0,0,0,False
584,0,0,0,0,0,False
585,0,0,0,0,0,False
586,0,0,0,0,0,False
587,0,0,0,0,0,False
588,0,0,0,0,0,False
589,0,0,0,0,0,False
590,0,0,0,0,0,False
591,0,0,0,0,0,False
592,0,0,0,0,0,False
593,0,0,0,0,0,False
594,0,0,0,0,0,False
595,0,0,0,0,0,False
596,0,0,0,0,0,False
597,0,0,0,0,0,False
598,0,0,0,0,0,False
599,0,0,1000,0,255,False
600,0,0,1000,0,255,False
601,11826282,40905,600,1,255,False
602,11826282,40906,600,1,255,False
603,11826282,40907,600,1,255,False
604,11826282,40908,600,1,255,False
605,11826282,40909,600,1,255,False
606,11830224,40912,600,1,255,False
607,11830224,40913,600,1,255,False
608,11830224,40914,600,1,255,False
609,11830224,40915,600,1,255,False
610,11830360,40918,600,1,255,False
611,11830360,40919,600,1,255,False
612,11830360,40920,600,1,255,False
613,11830474,40922,600,1,255,False
614,11830474,40923,600,1,255,False
615,11830474,40924,600,1,255,False
616,11830477,40925,600,1,255,False
617,11830477,40926,600,1,255,False
618,11830477,40927,600,1,255,False
619,11830593,40928,600,1,255,False
620,11830593,40929,600,1,255,False
621,11830593,40930,600,1,255,False
622,11830593,41295,600,1,255,False
623,11830933,40931,1000,1,255,False
624,11830933,40932,1000,1,255,False
625,11830933,40933,1000,1,255,False
626,11830972,41299,1000,1,255,False
627,11830972,41263,1000,1,255,False
628,11830972,41264,1000,1,255,False
629,11830974,40935,1000,1,255,False
630,11830974,40936,1000,1,255,False
631,11830974,40937,1000,1,255,False
632,11874957,41296,1000,1,255,False
633,11874957,41297,1000,1,255,False
634,11874957,41298,1000,1,255,False
635,11825986,40941,600,1,255,False
636,11825986,40942,600,1,255,False
637,11851630,40945,1000,1,255,False
638,11851630,40946,1000,1,255,False
639,11851630,41302,1000,1,255,False
640,11851629,41303,1000,1,255,False
641,11851629,41304,1000,1,255,False
642,11851629,41305,1000,1,255,False
643,11826283,40948,500,1,255,False
644,11826283,40981,500,1,255,False
645,11826283,41207,500,1,255,False
646,11826307,40949,500,1,255,False
647,11826307,40982,500,1,255,False
648,11826309,40950,500,1,255,False
649,11826309,40983,500,1,255,False
650,11826313,40951,500,1,255,False
651,11826313,40984,500,1,255,False
652,11826326,40952,1000,1,255,False
653,11826326,40985,1000,1,255,False
654,11826336,40953,1000,1,255,False
655,11826336,40986,1000,1,255,False
656,11826340,40954,1000,1,255,False
657,11826340,40987,1000,1,255,False
658,11826340,41116,1000,1,255,False
659,11826340,41117,1000,1,255,False
660,11826350,40955,1000,1,255,False
661,11826350,40988,1000,1,255,False
662,11826350,41118,1000,1,255,False
663,11827693,40956,1000,1,255,False
664,11827693,40989,1000,1,255,False
665,11827693,41119,1000,1,255,False
666,11827694,40958,1000,1,255,False
667,11827694,40990,1000,1,255,False
668,11827694,41120,1000,1,255,False
669,11827711,40959,1000,1,255,False
670,11827711,40991,1000,1,255,False
671,11827714,40960,1000,1,255,False
672,11827714,40992,1000,1,255,False
673,11827715,40961,1000,1,255,False
674,11827715,40993,1000,1,255,False
675,11827716,40962,1000,1,255,False
676,11827716,40994,1000,1,255,False
677,11827716,41121,1000,1,255,False
678,11827716,41219,1000,1,255,False
679,11827716,41220,1000,1,255,False
680,11827719,40963,1000,1,255,False
681,11827719,40995,1000,1,255,False
682,11827721,40964,1000,1,255,False
683,11827721,40996,1000,1,255,False
684,11827723,40965,1000,1,255,False
685,11827723,40997,1000,1,255,False
686,11829522,40966,1000,1,255,False
687,11829522,40998,1000,1,255,False
688,11829527,40967,1000,1,255,False
689,11829527,40999,1000,1,255,False
690,11829537,40969,1000,1,255,False
691,11829537,41000,1000,1,255,False
692,11833971,40970,1000,1,255,False
693,11833971,41001,1000,1,255,False
694,11833974,40972,1000,1,255,False
695,11833974,41002,1000,1,255,False
696,11833975,40973,1000,1,255,False
697,11833975,41003,1000,1,255,False
698,11833976,40974,1000,1,255,False
699,11833976,41004,1000,1,255,False
700,11943001,40942,600,1,2,False
701,11943001,40942,1000,2,0,False
702,11943001,40942,1000,2,1,False
703,11943001,40942,1000,2,2,False
704,11943001,40942,1000,2,3,False
705,11943003,40942,600,1,2,False
706,11943003,40942,1000,2,0,False
707,11943003,40942,1000,2,1,False
708,11943003,40942,1000,2,2,False
709,11943003,40942,1000,2,3,False
710,11943004,40942,600,1,2,False
711,11943004,40942,1000,2,0,False
712,11943004,40942,1000,2,1,False
713,11943004,40942,1000,2,2,False
714,11943004,40942,1000,2,3,False
715,11943005,40942,600,1,2,False
716,11943005,40942,1000,2,0,False
717,11943005,40942,1000,2,1,False
718,11943005,40942,1000,2,2,False
719,11943005,40942,1000,2,3,False
720,11943006,40942,600,1,2,False
721,11943006,40942,1000,2,0,False
722,11943006,40942,1000,2,1,False
723,11943006,40942,1000,2,2,False
724,11943006,40942,1000,2,3,False
725,11943008,40942,600,1,2,False
726,11943008,40942,1000,2,0,False
727,11943008,40942,1000,2,1,False
728,11943008,40942,1000,2,2,False
729,11943008,40942,1000,2,3,False
730,11943009,40942,600,1,2,False
731,11943009,40942,1000,2,0,False
732,11943009,40942,1000,2,1,False
733,11943009,40942,1000,2,2,False
734,11943009,40942,1000,2,3,False
735,0,0,0,0,0,False
736,0,0,0,0,0,False
737,11961951,40944,600,1,255,False
738,11831161,41358,1000,1,255,False
739,11831283,41359,1000,1,255,False
740,11831444,41360,1000,1,255,False
741,11831446,41361,1000,1,255,False
742,11831453,41362,1000,1,255,False
743,11831454,41363,1000,1,255,False
744,11831458,41364,1000,1,255,False
745,11831465,41365,1000,1,255,False
746,11831467,41366,1000,1,255,False
747,11831475,41367,1000,1,255,False
748,11831550,41368,1000,1,255,False
749,11831555,41369,1000,1,255,False
750,11831560,41370,1000,1,255,False
751,11831566,41371,1000,1,255,False
752,11831591,41372,1000,1,255,False
753,11831602,41373,1000,1,255,False
754,11834260,41374,1000,1,255,False
755,11834485,41375,1000,1,255,False
756,11834486,41376,1000,1,255,False
757,11834487,41377,1000,1,255,False
758,11834488,41378,1000,1,255,False
759,11834623,41379,1000,1,255,False
760,11834625,41380,1000,1,255,False
761,11834633,41381,1000,1,255,False
762,11834637,41382,1000,1,255,False
763,11834908,41383,1000,1,255,False
764,11834911,41384,1000,1,255,False
765,11834913,41385,1000,1,255,False
766,11834917,41386,1000,1,255,False
767,11834921,41387,1000,1,255,False
768,11834924,41388,1000,1,255,False
769,11834926,41389,1000,1,255,False
770,11834931,41390,1000,1,255,False
771,11834933,41391,1000,1,255,False
772,11831099,41075,600,1,1,False
773,11831099,41102,600,1,1,False
774,11831099,41104,600,1,1,False
775,11831099,41106,600,1,1,False
776,11879845,41076,600,1,1,False
777,11879845,41103,600,1,1,False
778,11879845,41105,600,1,1,False
779,11879846,41077,1000,1,1,False
780,11879847,41078,1000,1,1,False
781,11879848,41079,600,1,1,False
782,11879899,41080,500,1,1,False
783,11879902,41081,500,1,1,False
784,11879905,41082,500,1,1,False
785,11879906,41083,1000,1,1,False
786,11879907,41084,1000,1,1,False
787,11879909,41085,1000,1,1,False
788,11879911,41086,1000,1,1,False
789,11879912,41087,1000,1,1,False
790,11879913,41088,1000,1,1,False
791,11879917,41089,1000,1,1,False
792,11879919,41090,1000,1,1,False
793,11879920,41091,1000,1,1,False
794,11879921,41092,1000,1,1,False
795,11879921,41346,1000,1,1,False
796,11879922,41093,1000,1,1,False
797,11879923,41094,1000,1,1,False
798,11879924,41095,1000,1,1,False
799,11879925,41096,1000,1,1,False
800,11879926,41097,1000,1,1,False
