key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
8,"Cosmoliner Central Radius Complete
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Explore at your leisure until the next project.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmoliner Central Radius Complete","Thanks to the efforts of all, the Cosmoliner has been constructed. Feel free to explore while we prepare for future projects!","Now that the Cosmoliner is complete, sore feet will soon be a thing of the past. We thank you all for your cooperation!","Searchingway",2,False,158,8,0,241004,1405,18,1,6,0,2,3,0,0,0,0,0,0,0,0,0
9,"Preparation for Habitation Module & Cosmoport Construction
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Complete stellar missions.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Preparation for Habitation Module & Cosmoport Construction","We are presently gathering materials for a habitation module and a cosmoport. Complete stellar missions to assist in our efforts!","A proper hub needs a habitation module and a cosmoport for starships. To that end, we are presently gathering materials!","Searchingway",2,False,158,9,0,241005,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
10,"Groundwork for Habitation Module Construction
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Prepare for upcoming projects.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Groundwork for Habitation Module Construction","Projects are currently being scheduled for the habitation module's construction. Stand by for upcoming opportunities!","Projects are currently being scheduled for the habitation module's construction. We hope you will join our efforts!","Searchingway",2,False,158,10,0,241005,1451,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
11,"Habitation Module Construction Underway
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participate in ongoing projects.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Habitation Module Construction Underway","We have commenced construction of the habitation module. Hop over and help us out!","The construction of the habitation module is now underway! Come and lend a paw!","Searchingway",2,False,158,11,0,241005,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
12,"Preparation for Cosmoport Alpha Maintenance
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Prepare for upcoming projects.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Preparation for Cosmoport Alpha Maintenance","Projects are currently being scheduled for the cosmoport's construction and maintenance. Stand by for upcoming opportunities!","Projects are currently being scheduled for the cosmoport's construction. We hope you will join our efforts!","Searchingway",3,False,158,12,0,241006,1401,18,2,5,0,2,3,0,0,0,0,0,0,0,0,0
13,"Cosmoport Alpha Maintenance Underway
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participate in ongoing projects.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmoport Alpha Maintenance Underway","We have commenced construction and maintenance of the cosmoport. Hop over and help us out!","The construction of the cosmoport is now underway! Come and lend a paw!","Searchingway",3,False,158,12,0,241006,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
14,"Habitation Module & Cosmoport Complete
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Explore at your leisure until the next project.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Habitation Module & Cosmoport Complete","Thanks to the efforts of all, the habitation module and cosmoport have been completed. Feel free to explore while we prepare for future projects!","The habitation module and cosmoport are both ready for occupants. We thank you all for your cooperation!","Searchingway",4,False,158,13,0,241007,1401,18,3,5,0,2,3,0,0,0,0,0,0,0,0,0
15,"Preparation for Mech Hangar Alpha Expansion
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Complete stellar missions.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Preparation for Mech Hangar Alpha Expansion","We are presently gathering materials for upgrades to our mech hangar. Complete stellar missions to assist in our efforts!","Reportedly, the mech hangar is due for an upgrade. To that end, we are presently gathering materials!","Searchingway",4,False,158,14,0,241008,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
16,"Groundwork for Mech Hangar Alpha Expansion
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Prepare for upcoming projects.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Groundwork for Mech Hangar Alpha Expansion","Projects are currently being scheduled for the mech hangar's renovation. Stand by for upcoming opportunities!","Projects are currently being scheduled for the mech hangar's renovation. We hope you will join our efforts!","Searchingway",4,False,158,15,0,241008,1451,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
17,"Mech Hangar Alpha Expansion Underway
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participate in ongoing projects.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Mech Hangar Alpha Expansion Underway","We have commenced the mech hangar's renovation. Hop over and help us out!","The renovation of the mech hangar is now underway! Come and lend a paw!","Searchingway",4,False,158,16,0,241008,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
18,"Mech Hangar Beta Complete
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Explore at your leisure until the next project.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Mech Hangar Beta Complete","Thanks to the efforts of all, the mech hangar has received a much-needed upgrade. Feel free to explore while we prepare for future projects!","The mech hangar has now received a much-needed upgrade. We thank you all for your cooperation!","Searchingway",5,False,158,17,0,241009,1402,18,4,5,0,2,3,0,0,0,0,0,0,0,0,0
19,"Preparation for Cosmoliner Beta Construction
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Complete stellar missions.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Preparation for Cosmoliner Beta Construction","We are presently gathering materials for a northwestern extension to the Cosmoliner. Complete stellar missions to assist in our efforts!","It's time we extended the Cosmoliner into the northwest. To that end, we are presently gathering materials!","Searchingway",5,False,158,18,0,241010,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
20,"Cosmoliner Beta Construction Underway
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Await the Cosmoliner's completion.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmoliner Beta Construction Underway","The Cosmoliner is under construction. Please wait until the northwestern extension is complete!","The northwestern extension of the Cosmoliner is now underway! Please wait patiently until we can confirm its functionality and safety.","Searchingway",5,False,158,18,0,241010,1452,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
21,"Cosmoliner Northwestern Radius Complete
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Explore at your leisure until the next project.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmoliner Northwestern Radius Complete","The Cosmoliner's northwestern extension has been completed. Feel free to explore while we prepare for future projects!","Calabash Cove is now just a short hop away! We thank you all for your cooperation!","Searchingway",6,False,158,19,0,241011,1407,18,5,6,0,2,3,0,0,0,0,0,0,0,0,0
22,"Preparation for Cosmoliner Gamma Construction
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Complete stellar missions.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Preparation for Cosmoliner Gamma Construction","We are presently gathering materials for a southeastern extension to the Cosmoliner. Complete stellar missions to assist in our efforts!","Next, we'll extend the Cosmoliner into the southeast. To that end, we are presently gathering materials!","Searchingway",6,False,158,20,0,241012,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
23,"Cosmoliner Gamma Construction Underway
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Await the Cosmoliner's completion.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmoliner Gamma Construction Underway","The Cosmoliner is under construction. Please wait until the southeastern extension is complete!","The southeastern extension of the Cosmoliner is now underway! Please wait patiently until we can confirm its functionality and safety.","Searchingway",6,False,158,20,0,241012,1452,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
24,"Cosmoliner Southeastern Radius Complete
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Explore at your leisure until the next project.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmoliner Southeastern Radius Complete","The Cosmoliner's southeastern extension has been completed. Feel free to explore while we prepare for future projects!","The Cosmoliner now stretches as far as Weddingway's Bower! We thank you all for your cooperation!","Searchingway",7,False,158,21,0,241013,1409,18,6,6,0,2,3,4,6,7,0,0,0,0,0,0
25,"Preparation for Tunnel Excavation
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Complete stellar missions.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Preparation for Tunnel Excavation","We are presently gathering materials for a tunnel through the Gleamslope. Complete stellar missions to assist in our efforts!","For various reasons, we've decided to carve a tunnel into Gleamslope. To that end, we are presently gathering materials!","Searchingway",7,False,158,22,0,241014,0,0,0,0,0,2,3,4,6,7,0,0,0,0,0,0
26,"Groundwork for Tunnel Project Alpha
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Prepare for upcoming projects.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Groundwork for Tunnel Project Alpha","Projects are currently being scheduled for the preliminary stage of tunnel excavation. Stand by for upcoming opportunities!","Projects are currently being scheduled for the preliminary stage of tunnel excavation. We hope you will join our efforts!","Searchingway",7,False,158,23,0,241014,1451,0,0,0,0,2,3,4,6,7,0,0,0,0,0,0
27,"Tunnel Project Alpha Underway
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participate in ongoing projects.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Tunnel Project Alpha Underway","We have commenced the preliminary stage of tunnel excavation. Hop over and help us out!","The preliminary stage of tunnel excavation is now underway! Come and lend a paw!","Searchingway",7,False,158,24,0,241014,0,0,0,0,0,2,3,4,6,7,0,0,0,0,0,0
28,"Groundwork for Tunnel Project Beta
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Prepare for upcoming projects.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Groundwork for Tunnel Project Beta","Projects are currently being scheduled for the final stage of tunnel excavation. Stand by for upcoming opportunities!","Projects are currently being scheduled for the final stage of tunnel excavation. We hope you will join our efforts!","Searchingway",8,False,158,25,0,241015,1401,18,7,5,0,2,3,4,6,7,0,0,0,0,0,0
29,"Tunnel Project Beta Underway
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participate in ongoing projects.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Tunnel Project Beta Underway","We have commenced the final stage of tunnel excavation. Hop over and help us out!","The final stage of tunnel excavation is now underway! Come and lend a paw!","Searchingway",8,False,158,25,0,241015,0,0,0,0,0,2,3,4,6,7,0,0,0,0,0,0
30,"Piercingway Tunnel Complete
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Explore at your leisure until the next project.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Piercingway Tunnel Complete","Thanks to the efforts of all, the Piercingway Tunnel has been completed. Feel free to explore while we prepare for future projects!","At last, we can get a good look inside Gleamslope! We thank you all for your cooperation!","Searchingway",9,False,158,26,0,241016,1408,18,8,6,0,2,3,4,6,7,0,0,0,0,0,0
31,"Preparation for Cosmoliner Delta Construction
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Complete stellar missions.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Preparation for Cosmoliner Delta Construction","We are presently gathering materials for a Cosmoliner extension through the Piercingway Tunnel. Complete stellar missions to assist in our efforts!","Let's extend the Cosmoliner into our brand new Piercingway Tunnel. Presently gathering materials for construction!","Searchingway",9,False,158,27,0,241017,0,0,0,0,0,2,3,4,6,7,0,0,0,0,0,0
32,"Cosmoliner Delta Construction Underway
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Await the Cosmoliner's completion.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmoliner Delta Construction Underway","The Cosmoliner is under construction. Please wait until the southwestern extension is complete!","The southwestern extension of the Cosmoliner is now underway! Please wait patiently until we can confirm its functionality and safety.","Searchingway",9,False,158,27,0,241017,1452,0,0,0,0,2,3,4,6,7,0,0,0,0,0,0
33,"Cosmoliner Southwestern Radius Complete
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Explore at your leisure until the next project.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmoliner Southwestern Radius Complete","The Cosmoliner's southwestern extension has been completed. Feel free to explore while we prepare for future projects!","With this Cosmoliner extension, exploring Gleamslope is easier than ever. We thank you all for your cooperation!","Searchingway",10,False,158,28,0,241018,1412,18,9,6,0,2,3,4,6,7,8,0,0,0,0,0
34,"Preparation for Base Camp Beta Expansion
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Complete stellar missions.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Preparation for Base Camp Beta Expansion","We are presently gathering materials to expand the Moongate Hub. Complete stellar missions to assist in our efforts!","The Moongate Hub could stand to be a sight bigger, don't you think? Presently gathering materials for another expansion!","Searchingway",10,False,158,29,0,241019,0,0,0,0,0,2,3,4,6,7,8,0,0,0,0,0
35,"Groundwork for Base Camp Beta Expansion
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Prepare for upcoming projects.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Groundwork for Base Camp Beta Expansion","Projects are currently being scheduled for the Moongate Hub's expansion. Stand by for upcoming opportunities!","Projects are currently being scheduled for the Moongate Hub's expansion. We hope you will join our efforts!","Searchingway",10,False,158,30,0,241019,1451,0,0,0,0,2,3,4,6,7,8,0,0,0,0,0
36,"Base Camp Beta Expansion Underway
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participate in ongoing projects.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Base Camp Beta Expansion Underway","We have commenced expansion of the Moongate Hub. Hop over and help us out!","The expansion of the Moongate Hub is now underway! Come and lend a paw!","Searchingway",10,False,158,31,0,241019,0,0,0,0,0,2,3,4,6,7,8,0,0,0,0,0
37,"Base Camp Gamma Complete
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Explore at your leisure until the next project.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Base Camp Gamma Complete","Thanks to the efforts of all, the Moongate Hub is officially bigger and better than ever. Feel free to explore while we prepare for future projects!","The Moongate Hub is officially bigger and better than ever. We thank you all for your cooperation!","Searchingway",11,False,158,32,0,241020,1410,18,10,6,1,2,3,5,6,7,8,0,0,0,0,0
38,"Preparation for Energization & Hydrofication Stations
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Complete stellar missions.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Preparation for Energization & Hydrofication Stations","We are presently gathering materials for energization and hydrofication stations. Complete stellar missions to assist in our efforts!","What the hub needs now is proper infrastructure: to wit, energization and hydrofication stations. Presently gathering materials for construction!","Searchingway",11,False,158,33,0,241021,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
39,"Groundwork for Energization Expansion
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Prepare for upcoming projects.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Groundwork for Energization Expansion","Projects are currently being scheduled for the energization station's construction. Stand by for upcoming opportunities!","Projects are currently being scheduled for the energization station's construction. We hope you will join our efforts!","Searchingway",11,False,158,34,0,241021,1451,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
40,"Energization Expansion Underway
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participate in ongoing projects.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Energization Expansion Underway","We have commenced construction of the energization station. Hop over and help us out!","The construction of the energization station is now underway! Come and lend a paw!","Searchingway",11,False,158,35,0,241021,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
41,"Groundwork for Hydrofication Expansion
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Prepare for upcoming projects.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Groundwork for Hydrofication Expansion","Projects are currently being scheduled for the hydrofication station's construction. Stand by for upcoming opportunities!","Projects are currently being scheduled for the hydrofication station's construction. We hope you will join our efforts!","Searchingway",12,False,158,36,0,241022,1401,18,11,5,1,2,3,5,6,7,8,0,0,0,0,0
42,"Hydrofication Expansion Underway
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participate in ongoing projects.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Hydrofication Expansion Underway","We have commenced construction of the hydrofication station. Hop over and help us out!","The construction of the hydrofication station is now underway! Come and lend a paw!","Searchingway",12,False,158,36,0,241022,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
43,"Energization & Hydrofication Stations Complete
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Explore at your leisure until the next project.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Energization & Hydrofication Stations Complete","Thanks to the efforts of all, the energization and hydrofication stations have been completed. Feel free to explore while we prepare for future projects!","With power and water at our command, the Moongate Hub is now entirely self-sufficient! We thank you all for your cooperation!","Searchingway",13,False,158,37,0,241023,1401,18,12,5,1,2,3,5,6,7,8,0,0,0,0,0
44,"Preparation for Mech Hangar Beta Expansion & Cosmoport Beta Maintenance
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Complete stellar missions.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Preparation for Mech Hangar Beta Expansion & Cosmoport Beta Maintenance","We are presently gathering materials for upgrades to the mech hangar and cosmoport. Complete stellar missions to assist in our efforts!","As of late, the mech hangar and cosmoport are in desperate need of upgrades. To that end, we are presently gathering materials!","Searchingway",13,False,158,38,0,241024,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
45,"Groundwork for Mech Hangar Beta Expansion
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Prepare for upcoming projects.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Groundwork for Mech Hangar Beta Expansion","Projects are currently being scheduled for the mech hangar's renovation. Stand by for upcoming opportunities!","Projects are currently being scheduled for the mech hangar's renovation. We hope you will join our efforts!","Searchingway",13,False,158,39,0,241024,1451,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
46,"Mech Hangar Beta Expansion Underway
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participate in ongoing projects.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Mech Hangar Beta Expansion Underway","We have commenced renovation of the mech hangar. Hop over and help us out!","The renovation of the mech hangar is now underway! Come and lend a paw!","Searchingway",13,False,158,40,0,241024,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
47,"Groundwork for Cosmoport Beta Maintenance
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Prepare for upcoming projects.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Groundwork for Cosmoport Beta Maintenance","Projects are currently being scheduled for the cosmoport's renovation. Stand by for upcoming opportunities!","Projects are currently being scheduled for the cosmoport's renovation. We hope you will join our efforts!","Searchingway",14,False,158,41,0,241025,1402,18,13,5,1,2,3,5,6,7,8,0,0,0,0,0
48,"Cosmoport Beta Maintenance Underway
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participate in ongoing projects.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmoport Beta Maintenance Underway","We have commenced renovation of the cosmoport. Hop over and help us out!","The renovation of the cosmoport is now underway! Come and lend a paw!","Searchingway",14,False,158,41,0,241025,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
49,"Mech Hangar Gamma & Cosmoport Beta Complete
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Explore at your leisure until the next project.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Mech Hangar Gamma & Cosmoport Beta Complete","Thanks to the efforts of all, both the mech hangar and cosmoport have been outfitted with state-of-the-art upgrades. Feel free to explore while we prepare for future projects!","Both the mech hangar and cosmoport have been outfitted with state-of-the-art upgrades. We thank you all for your cooperation!","Searchingway",15,False,158,42,0,241026,1402,18,14,5,1,2,3,5,6,7,8,0,0,0,0,0
50,"Preparation for Lift Construction
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Complete stellar missions.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Preparation for Lift Construction","We are presently gathering materials for a lift in the lunar nadir. Complete stellar missions to assist in our efforts!","Without a lift, we've no means of exploring the lunar nadir─so we'll simply have to build one! Presently gathering materials for construction!","Searchingway",15,False,158,43,0,241027,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
51,"Groundwork for Nadir Lift Site Preparation
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Prepare for upcoming projects.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Groundwork for Nadir Lift Site Preparation","Projects are currently being scheduled for the preliminary stage of nadir lift construction. Stand by for upcoming opportunities!","Projects are currently being scheduled for the preliminary stage of nadir lift construction. We hope you will join our efforts!","Searchingway",15,False,158,44,0,241027,1451,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
52,"Nadir Lift Site Preparation Underway
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participate in ongoing projects.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Nadir Lift Site Preparation Underway","We have commenced preliminary construction of the nadir lift. Hop over and help us out!","The preliminary construction of the nadir lift is now underway! Come and lend a paw!","Searchingway",15,False,158,45,0,241027,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
53,"Groundwork for Nadir Lift Beta Site Preparation
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Prepare for upcoming projects.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Groundwork for Nadir Lift Beta Site Preparation","Projects are currently being scheduled for the final stage of nadir lift construction. Stand by for upcoming opportunities!","Projects are currently being scheduled for the final stage of nadir lift construction. We hope you will join our efforts!","Searchingway",16,False,158,46,0,241028,1401,18,15,5,1,2,3,5,6,7,8,0,0,0,0,0
54,"Nadir Lift Beta Site Preparation Underway
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Participate in ongoing projects.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Nadir Lift Beta Site Preparation Underway","We have commenced final construction of the nadir lift. Hop over and help us out!","The final stage of nadir lift construction is now underway! Come and lend a paw!","Searchingway",16,False,158,46,0,241028,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
55,"Nadir Lift Complete
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Explore at your leisure until the next project.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Nadir Lift Complete","Thanks to the efforts of all, the nadir lift has been completed. Feel free to explore while we prepare for future projects!","At last, we'll discover what lurks within the lunar nadir! We thank you all for your cooperation!","Searchingway",17,False,158,47,0,241029,1411,18,16,6,1,2,3,5,6,7,8,0,0,0,0,0
56,"Preparation for Cosmoliner Epsilon Construction
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Complete stellar missions.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Preparation for Cosmoliner Epsilon Construction","We are presently gathering materials for a Cosmoliner extension into the lunar nadir. Complete stellar missions to assist in our efforts!","The Cosmoliner could do with one last extension: into the lunar nadir! Presently gathering materials for construction!","Searchingway",17,False,158,48,0,241030,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
57,"Cosmoliner Epsilon Construction Underway
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Await the Cosmoliner's completion.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","Cosmoliner Epsilon Construction Underway","The Cosmoliner is under construction. Please wait until the subterranean extension is complete!","The subterranean extension of the Cosmoliner is now underway! Please wait patiently until we can confirm its functionality and safety.","Searchingway",17,False,158,48,0,241030,1452,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
