#,Name,Description,Icon,Image
10,母上の瞳,"　長年、地中深くに封じられていた遺構に、盗掘者が入り込んでおったとは驚いたものよ。入口の扉以外に、侵入できそうな場所など、見当たらなかったというのに。だが、あの複雑な構造を思えば、未だ把握できていない入口があっても不思議ではないか。
　それにしても、盗掘者が残していったのであろうあの走り書き……今にして思えば、「ナナシャマラカイト」を示していたようにも感じる。それが秘された場所へと至る鍵なのだろうか。だが、よりにもよってナナシャマラカイトとは、まったく複雑な気持ちにさせられる。
　第七霊災後の復興特需に対応するため、再開発が進んだカッパーベル銅山……そこで産出される高品質のマラカイトに「ナナシャマラカイト」と命名したのは、ウルダハの宝石商たちであった。母上がご健在ならまだしも、亡くなられた後になってその名を引き合いに出して商売をされては、不快感を覚えるのも当然であろう。
　だが、ナナシャマラカイトが献上された折、不覚にも、その柔らかな輝きが母上の優しい瞳と重なって見えてしまった。あの美しい翠を前にしては、悔しくも、その名を認めるほかなかったのだ……。",70510,70410
11,ソーン朝の宝物庫,"　遺構で見つけた紙切れの裏面には、「シラディハ水道」「ソーン朝」「保管庫」という単語が走り書きされておった。盗掘者は、ソーン朝時代の保管庫がシラディハ水道にあるとでも考えていたのか。だが、ソーン朝は清廉潔白さで知られていた。現在の第二期ウル朝への移行ですら、ソーン朝の王の意向によるものであり、王家の財宝を不法に持ち出すようなこともなかったと伝え聞く……。仮に、ソーンの一族が財宝をいずこかへと隠したのだとしても、ウルの一族に同意を得ていたことだろう。だとすれば、歴代のウルの王たち、そして父上は何かご存じだったのやもしれぬ。
　父上は、あの鍵を贈ってくださった折、ウルダハにとって重要な「思い出」が鍵に守られた地に眠っているとおっしゃっていた。そして、それを成長したわらわに見せたいと……もしや、それのことなのだろうか。
　いろいろと考えを巡らせてはみたものの、どうにも憶測の域を出ぬ。少なくとも此度訪れたあのシラディハの王宮らしき遺構に、それらしい場所は見当たらなかったが、父上のお言葉を踏まえれば、どこかに未だ眠る何かがあるのやもしれぬな。",70511,70411
12,父上と母上からの手紙,"　シラディハ水道で発見したのは、財宝が眠る保管庫だった。残されていた目録の冒頭には、「民と隣人のためにウル王家へと引き継ぐ」という宣言とともに、ソーン朝最後の王の名が記されている。続くページには歴代の王たちの名が連なり、その最後、父上の署名が記されたページには、色褪せた一通の手紙が挟まれていた。「この手紙を読む者が、愛しき娘ナナモであることを祈る」……それは、まごうことなき父上の筆跡であった。
　手紙には、この保管庫が王位継承者のみぞ知る場所であり、ソーン朝時代の「アマルジャ族との共闘の証」が保管されていると書かれていた。本来ならば王から王へと口伝される事柄だが、万が一の事態に備えて、手紙に遺されたのだという。
　「ナナモは、どんなレディに成長したのだろうか。女王としての道は、お前を苦しめることも多かろうが、どうかこれだけは覚えていてほしい。お前は女王である前に、私たちの大切な、自慢の娘だ。今日もお前が柔らかな桃色に頬を染め、はにかんだ愛らしい笑顔を浮かべていることを、私たちは何よりも願っている。」……父上と母上の署名で、手紙は締めくくられていた。
　父上、母上……どうか、どうか、ご安心ください。わらわは今、この瞬間を、笑顔で過ごしております……。",70512,70412
13,陰陽師の失せ物騒動,"　かつて、抜きんでた腕を持つ陰陽師の男がおりました。彼は呪具作りにおいて才を示す一方で、どこか抜けたところがあり、作った品をいくつも紛失していたそうな。そこで男は、必ず主の下に戻るという術を施した「失せ物防ぎの箱」を作り、呪具の保管に用いることといたしました。おかげで、箱ごと盗まれてしまった折にも無事に手元へと戻ってきたものの、それはあくまで箱だけのお話……悲しいかな中身の呪具は、すべて持ち去られていたそうです。
　この陰陽師が作った失せ物防ぎの箱が、聖浄院にはいくつか存在しているとトキモリさんが仰っていました。それらの箱には呪具の力を抑え込む術もかけられていたそうで、「吸血の妖刀」や「萌木の土偶」といった品々を収めて管理していたようです。私が回収したものは前者の刀箱でしたが、後者の土偶を収めた箱は此度の騒動もあって行方知れずとのこと。くだんの土偶は、儀式用の小さな社に頭を垂れてから安置することで、周囲の草木に活力を与え若返らせる力を持つそうで、聖浄院では御神木の保護に用いていたのだとか。ただし、この土偶は扱い方を誤れば力が暴走し、お山に悪影響を及ぼすそうですから、見かけたら回収したほうがよいかもしれません。",70513,70413
14,血濡れの妖刀,"　ひんがしの国が乱世であった頃のこと、数々の敵将の首を討ち取る一騎当千の荒武者がおりました。名をモウコ、猛々しき虎の如き常勝の猛者ではございましたが、あまりの強さゆえに主君が謀反を警戒……闇討ちに遭い、奪われた己の愛刀で首を落とされてしまったのです。そんな荒武者の恨みか、あるいは、これまで斬られてきた者たちの怨念か、その刀身は真紅に染まり、紙で拭いても研ぎなおしても、決して元の色には戻りませんでした。さらには、霊山の清水をもって浄化を試みるも、むしろそこから霊力を得ることで恐るべき妖刀と化し、手にした者を凶行へ駆り立てたのだとか。
　この逸話における霊山とは、言わずもがな六根山のこと。実際、山奥には清水で満たされた湖があると、トキモリさんも仰っていました。その一帯は山中でもとりわけ霊力が濃く、重要な品々を奉納する社も置かれているようです。「いわくつきの品」が収められている可能性は、高いと言えるでしょう。しかしながら、社へ至る方法を知るのは高僧のみ……そして、此度足を踏み入れた場所にはそれらしき社は見当たりませんでした。今できることがあるとすれば、ほかの道を試すことぐらいしかなさそうです。",70514,70414
15,鎧は黙して語らず,"　戦国期に最強の名をほしいままにした荒武者モウコ。彼が生前に着用していた具足一式は、子孫によって大切に受け継がれておりました。ところがある日の朝、蔵で保管されていたはずのモウコの具足が、血まみれの状態で屋敷の庭にて発見されます。しかも、その横には物取りらしき男の死体がひとつ……。人々は先祖の霊が具足を纏い、蔵の財貨を守ったのだと噂しましたが、持ち主であるモウコの子孫にしてみれば、いつ動き出して暴れるのかと不安を感じずにはいられません。悩みに悩んだ末に、子孫たちは家宝たる具足一式を聖浄院に献納したと伝えられています。
　東方では「万物に神が宿る」と申しますが、その実、自然発生したゴーレムやスプライト、あるいは妖異や死霊の類、はたまた霊性を獲得した瑞獣といった様々な存在が一緒くたに語られているのではないか、などと考えてしまいます。くだんの具足一式は、そのいずれであったのか。討ち果たされた今となっては真偽の程はわかりませんが、そこは霊力豊かな六根山。濃密な環境エーテルを吸い上げたのか、具足を依り代とした存在も、異様な巨体に膨れ上がっておりました。逸話に伝わる物取りのように、斬り伏せられずに済んだ幸運を、噛み締めている次第です。",70515,70415
16,刀鍛冶の立身出世,"　シシュウ北部で農具を作っていたナナクサという名の男が、のちに刀鍛冶として広く知られるようになった成功物語は、ひんがしの国では定番の語り草。特に有名なのは四聖獣に着想を得た四振の連作……うち二振は、鎧の怪異が手にしていた「赤帝」と「青帝」であり、残りは「白帝」と「黒帝」と呼ばれている二振だそうです。これら四振は、その美しい刀身もさることながら、男が刀鍛冶として頭角をあらわすきっかけとなったゆえに、立身出世のご利益があると考えられているそうな。ちなみに「白帝」は、かの名刀「風断」と比較して語られることも多いと聞きます。
　ツバキさんいわく、ナナクサが六根山付近に鍛冶場を構えていた影響で、シシュウ北部には鍛冶師が集まるようになり、今では名刀の一大産地となっているのだとか。そうして火を扱う職人が集うにつれて、火の神にまつわる祭事もまた増えていったようです。その筆頭と言えるのが、3つの灯篭に鍛冶師たちが火を灯す「三灯祭」……これは、過去・現在・未来の作に力が宿るようにと火の神に祈願する、という儀式のようですね。所以は様々ながら、「三」を縁起の良い数字と考え、ゲン担ぎとしてその数字を用いる、という説もあるそうです。",70516,70416
17,楽器職人と美しき奏者,"　むかしむかしの話……ある職人が、自身の技のすべてを注いで「琵琶」を作ったそうな。あまりに見事な出来栄えに、並の奏者には譲れはせぬと渋った結果、お眼鏡にかなう者が見つからぬまま、月日だけが流れるばかり。ようやく使い手が見つかったのは、職人がすっかりと年老いた後のこと。ふらりと現れた奏者の女が、月の如く美しき一曲を披露してみせ、使い手に相応しきことを証明したというのです。以後、琵琶を手にひんがしの国を練り歩いた彼女は、名演に次ぐ名演で人々を虜にしていきましたが、職人が天寿をまっとうするやいなや、琵琶共々行方知れずとなったのだとか。人々は彼女の演奏を懐かしみながら、あれは「琵琶の付喪神」だったのではないかと噂したと伝えられております。
　付喪神の在りようは様々で、顕現の仕方の違いもあれば、起こる事象の善し悪しも異なるようです。一般的に「いわくのある品」とは、そもそもが名品逸品の類であるため、好事家からの人気が高く、それに付喪神が宿るともなれば、さらに価値は跳ね上がるもの。ただし、それは琵琶のような善き付喪神にかぎってのこと。悪しき付喪神ならば、いっそ祓われてからのほうが買い手が見つかるという実情もございます。",70517,70417
18,欲に負けた娘,"　とある農村に信心深い娘がおったそうな。不作となった年のこと、娘は腹を空かせながらも神々への供え物だけは欠かさず、豊作を祈願し続けたと言います。すると、ある晩に娘の夢に神仙が現れ、目覚めると不思議な小槌が枕元に置かれていたのだとか。これこそが「打ち出の小槌」。娘が祈りながら小槌を振るうと、湯水のように米が流れ出てきたと言います。かくして救われた娘でしたが、しだいに祈りも忘れ傲慢になり、大判小判を出して豪遊するようになっていきました。派手に遊べば噂が広まるのも道理、結局、彼女は小槌を奪わんと現れた赤鬼に殺されてしまったそうです。
　小槌がなくともギルを増やす術はあると考えてしまうのは、商人だからでしょうか。ふと思い出すのは、私がウルダハの裏通りで暮らす孤児だったころ、初対面のロロリト会長から大量のギルを渡された日のことでございます。会長は「目利きの小僧がいると聞いて来た。1日でそのギルを倍にしてみせろ」と仰いました。相手が誰なのか理解しておりましたので、素直に倍額にしてお返ししたところ、会長は私を東アルデナード商会へと招いてくださったのでした。逸話の娘のように欲に目がくらみ、大金を手に豪遊していたら……どうなっていたのやら。",70518,70418
19,提灯お化けが照らす先,"　月が雲隠れした、ある晩のことでございます。夜回りの侍たちが暗い通りを歩いておりますと、遠くに提灯の明かりが見えたそうです。こんな夜更けに誰かいるのだろうかと思い、彼らは近づいていきます。しかし、そこに人影はなく、火の灯った提灯だけがぽつんと置かれておりました。不審に思いながらも、火事になっては困ると侍が提灯へと手を伸ばしたとたん、周囲に無数の鬼火が浮かび上がったではありませんか。怖れおののく侍たちを後目にあざ笑うかのような声が響いたかと思うと、今度は何事もなかったかのように明かりが消え、辺りは暗闇に戻ったのでした。
　これはひんがしの国に伝わる、一般的な「バケチョウチン」の物語でございます。大抵の場合は人を驚かせただけで終わる存在ではありますが、六根山で現れたものは襲いかかってきましたから、少々意外でした。トキモリさんによれば、高僧が代々使っていた品とのことでしたので、侵入者である我々から聖浄院を守ろうという意思が働いたのかもしれません。そして、物言わぬ提灯に戻ったそれを改めて調べてみたところ、東方の文字で「宵闇に灯る標、火の神の祭事に従い、黄金の道を照らせ」と記されておりました。この言葉が何を示すのか、少々気になるところではございます。",70519,70419
20,働き者の勇気,"　六根山近くのある農村で、働き者の青年が畑仕事に精を出しておりました。そんな彼の手を止めたのは、誰かの大きな叫び声。顔を上げたところ、不気味な獣が村民を今にも襲おうとしているではありませんか。近ごろ、いくつもの村落を荒らしては人を食らう獣についての噂を耳にしていた青年は焦ります。このままでは仲間の命が危ない……彼は勇気を出して獣に農具を投げつけたのです。すると見事、急所に命中し、怯んだ獣はあっという間に、お山のほうへと逃げていきました。この出来事をきっかけに、厄除けと豊作を祈願して、獣に見立てた藁束に農具を投擲する祭りが村に根付いたと言われております。
　それはそうと、今回持ち帰ってきた農具ですが、驚いたことに「ナナクサ」と銘が刻まれておりました。この人物、刀鍛冶として知られているのですが、若いころには地元の農民たちに仕事道具をこさえることで生計を立てていたとか。ロウェナ商会お抱えの鍛冶師が、日々、酒代のツケを払うためにヤカンを打っていると聞いたことがありますが、それと似たようなものでしょうか。ちなみにナナクサに関しては様々な逸話が残っていますが、たいそう「四聖獣」を好んでいたそうで、立派な彫像を鍛冶場の四方に飾っていたと聞いたこともあります。",70520,70420
21,武人の誉,"　ひんがしの国の各地には、地震を鎮めるため「要石」なるものが配されています。我々が訪れた六根山にも要石があり、次のような逸話が残されているそうです。あるとき巡礼の武人が要石に手を合わせていると、突如として身体に農具が刺さった奇妙な獣が現れ、襲い掛かってきたとのこと。とっさに応戦した武人が愛用の「薙刀」を突き刺したところ、獣はのたうち回って要石に激突……すると不吉な地鳴りが響き渡ったそうです。まさか大地震が起こるのではと驚いた武人が得物から手を離すと、獣は薙刀が刺さったまま一目散に逃げていったそうです。のちに武人が、獣の血で汚れた要石を拭うと地鳴りが収まり、それ以上の災いは起きなかったのだとか。
　この逸話には諸説あり、武人が獣を討ったとするものや、獣の不気味な鳴き声が地鳴りを引き起こしたというものもございます。ひんがしの国は古くより地震が多い土地柄であるためか、災いを神格化したような異形の存在と戦う物語も多いようですね。実際、シャーレアン魔法大学の研究者の中には、要石は一種の魔器であり地脈の結節点に配置することで、その流れを安定化させる効果があると大真面目に主張している方もいるようですよ。",70521,70421
22,修行僧の封印術,"　その日、六根山の奥地で修行僧が瞑想に耽っておりました。風はなく、葉擦れの音すら聞こえない静けさのなか、ふいに聞こえてきたのは草を踏みしめる音。誰かが自分に用でもあるのだろうかと思った僧が目を開くと、そこには農具と薙刀が刺さった怪異の姿があったのです。それが瑞獣ヌエの王とされる「獅子王」であると気づき、僧は錫杖を手に構えました。手負いの獅子王は懸命に生きようとしていましたが、これまで多くの人を襲ってきた怪異を野放しにするわけにはまいりません。僧は激しい攻防の末に錫杖を突き立てると、獅子王を岩石へと封じました。のちに僧は、この封印を監視するために「聖浄院」を開いたとも伝えられております。
　錫杖とは単なる杖ではなく、音によって魔を払い、ときに脅威から身を守る得物にもなり得る品。かの僧のように戦うことができない私でも、身体を支える役割には使えたはずですから杖の一本でも持っていけば、もう少し楽に六根山を登り切ることができたのかもしれません。とにもかくにも、体力なき私でもどうにかなる程度の冒険で済んでよかったとも思います。もしも此度の探索で、積み上げられた木箱や絶壁をよじ登るような事態となっていたなら、お手上げ状態になっていたところです。",70522,70422
23,願わくは花の下にて,"　あるところに、若くして愛する妻を亡くした陰陽師がおりました。離別の悲しみが癒えぬまま彼が年老いていくと同時に、ふたりの婚姻にあわせて植えた桜の木もまた、年々つける花を減らしていきます。せめて、思い出の桜だけでも健やかであってほしいと、彼は切実に願いました。すると、彼と同じく陰陽師であった妻が生前に作った形見の「土偶」が輝き、桜の木を若返らせてみせたのです。妻に慰められているように感じた彼は心を持ち直し、その桜の面倒を見ながら余生を過ごすと、満開の花に寄り添うようにして穏やかに生涯を終えたと言われております。
　桜と聞いて思い出されるのは、我々の前に立ちはだかった「ヨザクラ」という忍者のことでございます。彼女は「花隠れ」と呼ばれる一族の末裔として育ち、花を扱う特殊な忍術を継承した手練れであったと、ツバキさんは仰っていました。どうやら、ウズミビ様が六根山へ派遣した臣下のひとりであったようです。トキモリさんのお話によると、騒動のさなかで人々の避難に助力していた彼女は、逃げ遅れた稚児をかばい、怪異に殺されたそうなのですが……その亡骸を何者かに操られでもしていたのなら、何とも痛ましいことです。",70523,70423
24,骨董品「大煙管」,"　「大煙管」は、持ち主を幸福に、あるいは不幸にするという、相反したいわくが長く語られておりました。しかしながら、実際にはそのような力を宿しておらず、手にした誰もが、己に降りかかる幸不幸の理由を大煙管に求めたにすぎなかったのではないか、私にはそう思えてなりません。かような「眉唾物」であっても、ゴウライの底知れぬ物欲と、六根山の豊かな霊力が加われば、付喪神を宿すに足るというわけです。さて、それを手にしたゴウライは、最期の瞬間まで愛する骨董品に囲まれて、幸福だったのでしょうか。それとも、欲を満たしきれぬまま怪異と成り果てて、不幸だったのでしょうか。
　結局のところ、幸福か不幸かなど、「気の持ちよう」で左右されるものだと私は考えております。現に、孤児という私の生い立ちは、一般的には不幸な部類なのでしょうけれども、私は自分を不幸だと思ったことなどございません。むしろ、その幼少期に商いを学び、多くの人や物と出会い……積み重ねてきたすべてを振り返ってみれば、「そう悪くない半生であった」と感じるのです。これまで己の幸不幸を測るような真似はしてきませんでしたが、少なくとも今の私は幸福であると言えるでしょう。",70524,70424
25,使い魔と襲撃者の正体,"『妙なヒトが、グハーシャヤみたいな動く木像をけしかけてきて、すごく怖かっただす！』

　動く木像と聞いて、最初はゴーレムの類が浮かんだ。東方地域では、木製の絡繰りゴーレムが戦闘に用いられていると聞いたこともある……なんて、疑問をぶつけたところ、カリカが答えをくれた。アロアロ島には、かつての住民によって生み出された「クアクア」と呼ばれる一種の使い魔のような存在が遺っているという。おそらく、動く木像の正体はクアクアだろうとのことだった。ほかにもクアクアに類する存在が島には残っているようで、不用意に触れようものなら敵対行動をとる可能性があるから、見かけたら気をつけたほうがいいという。
　南洋諸島が発祥の「巴術」において、宝石は「物質と生命の中間的なもの」とされている。だからこそ、使い魔の核として宝石が使われているのは、広く知られていることだ。そんな宝石と同じく、考えようによっては木材もまた「物質と生命の中間」と言えなくもない。つまり、宝石の利用が進む以前の古式巴術においては、木材を核とした使い魔作りが一般的だったということだ。そんな遺物をけしかけてきたというのだから、マトシャたちを襲った「妙なヒト」は、巴術の心得のある人物だったのだろう。",70525,70425
26,アロアロ島の入植者たち,"『アロアロ島は自然豊かで、周辺の漁場もサベネア島に負けず劣らずで……なのに、どうして誰も住んでいないんだすか？』

　アロアロ島は美しい島だけれど、土地が狭く環境の変化が起こりやすく、天然資源も限られている。そうした環境は、得てして自然災害に弱いものだ。歴史上、無人化と入植が繰り返されてきたという話も頷ける。
　カリカがかつての島民から聞いた話によると、確認できる最古の住民は第四星暦末期には、あの島で暮らしていたらしい。でも、大氷雪時代とも呼ばれる第五霊災が到来すると、彼らは島に神子像を遺してこつ然と姿を消す。痕跡はあるのにその正体はまるでわからない、いわゆる「忘れられた人々」だ。
　時は流れ、第五星暦時代に住み着いた人々は航海術を得意としていた。のちにその一部がバイルブランド島まで渡り、「ニーム」という都市国家の建国に関与することになる。しかし、第六霊災でニームが壊滅すると、アロアロ島まで子孫が逃げ延びてきたという。そして第六星暦時代には算術を発展させて、その一部がふたたびバイルブランド島へと渡り、「巴術」を広めたりもした。結局、100年前の海底火山噴火で再びアロアロ島は無人となったけれど、「歴史は繰り返す」なんて言うから、いずれまた入植が行われるかもしれない。",70526,70426
