#,Name,Icon,JournalCategory,Unknown0
81,ヒルディブランド,61411,55,True
82,ヒルディブランド 蒼天編,61411,55,True
83,ヒルディブランド 紅蓮編,61411,55,True
84,帰ってきたヒルディブランド,61411,55,True
85,マンダヴィルウェポン,61411,55,True
86,帰ってきたヒルディブランド 黄金編,61411,55,True
87,ゾディアックウェポン,61411,56,True
88,アニマウェポン,61411,56,True
89,禁断の地 エウレカ,61411,56,True
90,セイブ・ザ・クイーン,61411,56,True
91,ファントムウェポン,61411,56,True
92,第七霊災回顧録,61411,58,True
93,レターモーグリ,61411,58,True
94,聖アンダリム神学院記,61411,58,True
95,ヴォイド再生計画,61411,58,True
96,タタルの大繁盛商店,61411,58,True
97,ドマ冒険者団,61411,57,True
98,ドマ町人地復興記,61411,57,True
99,イシュガルド復興：ストーリークエスト,61411,57,True
100,イシュガルド復興：サブクエスト,61411,57,True
101,モーエンツール,61411,57,True
102,死者の宮殿,61411,57,True
103,アメノミハシラ,61411,57,True
104,オルト・エウレカ,61411,57,True
105,ピルグリム・トラバース,61411,57,True
106,無人島開拓記,61411,57,True
107,ヴァリアントダンジョン,61411,57,True
108,コスモエクスプローラー：ストーリークエスト,61411,57,True
109,コスモエクスプローラー：サブクエスト,61411,57,True
110,蜃気楼の島 クレセントアイル,61411,57,True
111,サブクエスト：ラノシア,61411,59,True
112,サブクエスト：黒衣森,61411,60,True
113,サブクエスト：ザナラーン,61411,61,True
114,サブクエスト：クルザス,61411,62,True
115,サブクエスト：モードゥナ,61411,63,True
116,サブクエスト：イシュガルド,61411,64,True
117,サブクエスト：アバラシア雲海,61411,65,True
118,サブクエスト：高地ドラヴァニア,61411,66,True
119,サブクエスト：低地ドラヴァニア,61411,66,True
120,サブクエスト：ドラヴァニア雲海,61411,66,True
121,サブクエスト：イディルシャイア,61411,66,True
122,サブクエスト：アジス・ラー,61411,67,True
123,サブクエスト：ラールガーズリーチ,61411,68,True
124,サブクエスト：ギラバニア辺境地帯,61411,68,True
125,サブクエスト：ギラバニア山岳地帯,61411,68,True
126,サブクエスト：ギラバニア湖畔地帯,61411,68,True
127,サブクエスト：クガネ,61411,70,True
128,サブクエスト：紅玉海,61411,69,True
129,サブクエスト：ヤンサ,61411,69,True
130,サブクエスト：アジムステップ,61411,69,True
131,サブクエスト：クリスタリウム,61411,71,True
132,サブクエスト：ユールモア,61411,72,True
133,サブクエスト：レイクランド,61411,71,True
134,サブクエスト：コルシア島,61411,72,True
135,サブクエスト：アム・アレーン,61411,73,True
136,サブクエスト：イル・メグ,61411,74,True
137,サブクエスト：ラケティカ大森林,61411,75,True
138,サブクエスト：テンペスト,61411,76,True
139,サブクエスト：オールド・シャーレアン,61411,77,True
140,サブクエスト：ラザハン,61411,78,True
141,サブクエスト：ラヴィリンソス,61411,77,True
142,サブクエスト：サベネア島,61411,78,True
143,サブクエスト：ガレマルド,61411,79,True
144,サブクエスト：嘆きの海,61411,80,True
145,サブクエスト：エルピス,61411,81,True
146,サブクエスト：ウルティマ・トゥーレ,61411,82,True
147,サブクエスト：トライヨラ,61411,83,True
148,サブクエスト：オルコ・パチャ,61411,83,True
149,サブクエスト：コザマル・カ,61411,83,True
150,サブクエスト：ヤクテル樹海,61411,83,True
151,サブクエスト：シャーローニ荒野,61411,84,True
152,サブクエスト：ヘリテージファウンド,61411,84,True
153,サブクエスト：ソリューション・ナイン,61411,84,True
154,サブクエスト：リビング・メモリー,61411,85,True
155,剣術士クエスト,62301,86,True
156,格闘士クエスト,62302,86,True
157,斧術士クエスト,62303,86,True
158,槍術士クエスト,62304,86,True
159,弓術士クエスト,62305,86,True
160,双剣士クエスト,62309,86,True
161,幻術士クエスト,62306,87,True
162,呪術士クエスト,62307,87,True
163,巴術士クエスト,62308,87,True
164,木工師クエスト,62310,88,True
165,鍛冶師クエスト,62311,88,True
166,甲冑師クエスト,62312,88,True
167,彫金師クエスト,62313,88,True
168,革細工師クエスト,62314,88,True
169,裁縫師クエスト,62315,88,True
170,錬金術師クエスト,62316,88,True
171,調理師クエスト,62317,88,True
172,採掘師クエスト,62318,89,True
173,園芸師クエスト,62319,89,True
174,漁師クエスト,62320,89,True
175,ナイトクエスト,62401,93,True
176,モンククエスト,62402,93,True
177,戦士クエスト,62403,93,True
178,竜騎士クエスト,62404,93,True
179,吟遊詩人クエスト,62405,93,True
180,忍者クエスト,62410,93,True
181,白魔道士クエスト,62406,94,True
182,黒魔道士クエスト,62407,94,True
183,召喚士クエスト,62408,94,True
184,学者クエスト,62409,94,True
185,暗黒騎士クエスト,62412,93,True
186,機工士クエスト,62411,93,True
187,占星術師クエスト,62413,94,True
188,侍クエスト,62414,93,True
189,赤魔道士クエスト,62415,94,True
190,ガンブレイカークエスト,62417,93,True
191,踊り子クエスト,62418,93,True
192,賢者クエスト,62420,94,True
193,リーパークエスト,62419,93,True
194,ヴァイパークエスト,62421,93,True
195,ピクトマンサークエスト,62422,94,True
196,青魔道士クエスト,62416,94,True
197,錬鉄科クエスト,61411,90,True
198,手工科クエスト,61411,90,True
199,食薬科クエスト,61411,90,True
200,調達科クエスト,61411,90,True
201,漁業科クエスト,61411,90,True
202,ミーン工芸館エクストラストーリー,61411,90,True
203,考古学部クエスト,62521,91,True
204,天文学部クエスト,62521,91,True
205,医学部クエスト,62521,91,True
206,文化学部クエスト,62521,91,True
207,エーテル学部クエスト,62521,91,True
208,魔法大学エクストラストーリー,62521,91,True
209,金荒物屋クエスト,62523,92,True
210,筆記工房クエスト,62523,92,True
211,ジュースクラフトクエスト,62523,92,True
212,アポサカリークエスト,62523,92,True
213,魚道楽クエスト,62523,92,True
214,万貨街エクストラストーリー,62523,92,True
215,TANKロールクエスト 漆黒編,62522,95,True
216,HEALERロールクエスト 漆黒編,62522,95,True
217,ファイター系DPSロールクエスト 漆黒編,62522,95,True
218,ソーサラー系DPSロールクエスト 漆黒編,62522,95,True
219,ロールエクストラストーリー 漆黒編,62522,95,True
220,TANKロールクエスト 暁月編,62522,95,True
221,HEALERロールクエスト 暁月編,62522,95,True
222,近接物理DPSロールクエスト 暁月編,62522,95,True
223,遠隔物理DPSロールクエスト 暁月編,62522,95,True
224,遠隔魔法DPSロールクエスト 暁月編,62522,95,True
225,ロールエクストラストーリー 暁月編,62522,95,True
226,TANKロールクエスト 黄金編,62522,95,True
227,HEALERロールクエスト 黄金編,62522,95,True
228,近接物理DPSロールクエスト 黄金編,62522,95,True
229,遠隔物理DPSロールクエスト 黄金編,62522,95,True
230,遠隔魔法DPSロールクエスト 黄金編,62522,95,True
231,ロールエクストラストーリー 黄金編,62522,95,True
232,黒渦団クエスト,61401,96,True
233,双蛇党クエスト,61402,96,True
234,不滅隊クエスト,61403,96,True
235,シーズナルクエスト,61411,97,True
236,降神祭,61411,97,True
237,CHS／KO専用,61411,97,True
238,ヴァレンティオンデー,61411,97,True
239,ヴァレンティオン＆プリンセスデー,61411,97,True
240,プリンセスデー,61411,97,True
241,プリンセスデー＆エッグハント,61411,97,True
242,エッグハント,61411,97,True
243,ゴールドソーサー・フェスティバル,61411,97,True
244,紅蓮祭,61411,97,True
245,新生祭,61411,97,True
246,守護天節,61411,97,True
247,星芒祭,61411,97,True
248,その他シーズナルイベント,61411,97,True
249,スペシャルクエスト,61411,98,True
250,来訪者クエスト,61411,98,True
251,,0,0,False
252,,0,0,False
253,,0,0,False
254,,0,0,False
255,,0,0,False
256,,0,0,False
257,,0,0,False
258,,0,0,False
259,,0,0,False
260,,0,0,False
261,,0,0,False
262,,0,0,False
263,,0,0,False
264,,0,0,False
265,,0,0,False
266,,0,0,False
267,,0,0,False
268,,0,0,False
269,傭兵リーヴ,62501,99,False
270,木工師リーヴ,62502,103,False
271,鍛冶師リーヴ,62503,104,False
272,甲冑師リーヴ,62504,105,False
273,彫金師リーヴ,62505,106,False
274,革細工師リーヴ,62506,107,False
275,裁縫師リーヴ,62507,108,False
276,錬金術師リーヴ,62508,109,False
277,調理師リーヴ,62509,110,False
278,採掘師リーヴ,62510,100,False
279,園芸師リーヴ,62511,101,False
280,漁師リーヴ,62512,102,False
281,黒渦団リーヴ,62513,124,False
282,双蛇党リーヴ,62514,124,False
283,不滅隊リーヴ,62515,124,False
284,ダンジョン,61801,125,False
285,レイド,61802,125,False
286,討伐・討滅戦,61804,125,False
287,ダンジョン,61801,126,False
288,レイド,61802,126,False
289,討伐・討滅戦,61804,126,False
290,ディープダンジョン,61824,126,False
291,ダンジョン,61801,127,False
292,レイド,61802,127,False
293,討伐・討滅戦,61804,127,False
294,ディープダンジョン,61824,127,False
295,禁断の地 エウレカ,61833,127,False
296,ダンジョン,61801,128,False
297,レイド,61802,128,False
298,討伐・討滅戦,61804,128,False
299,セイブ・ザ・クイーン,61838,128,False
300,ダンジョン,61801,129,False
301,レイド,61802,129,False
302,討伐・討滅戦,61804,129,False
303,ディープダンジョン,61824,129,False
304,ヴァリアント・アナザーダンジョン,61846,129,False
305,ダンジョン,61801,130,False
306,レイド,61802,130,False
307,討伐・討滅戦,61804,130,False
308,蜃気楼の島 クレセントアイル,61851,130,False
309,ディープダンジョン,61824,130,False
310,,0,0,False
311,ギルドオーダー,61803,125,False
312,,0,0,False
313,,0,0,False
314,,0,0,False
315,,0,0,False
316,,0,0,False
317,,0,0,False
318,,0,0,False
319,,0,0,False
320,,0,0,False
321,,0,0,False
322,,0,0,False
323,,0,0,False
324,,0,0,False
325,,0,0,False
326,,0,0,False
327,,0,0,False
328,,0,0,False
329,,0,0,False
330,,0,0,False
331,,0,0,False
332,,0,0,False
333,,0,0,False
334,,0,0,False
335,,0,0,False
336,,0,0,False
337,,0,0,False
338,,0,0,False
339,,0,0,False
340,,0,0,False
341,,0,0,False
342,メインクエスト：レガシー,0,131,False
343,サブクエスト：レガシー,0,131,False
344,クラスクエスト：レガシー,0,131,False
345,ジョブクエスト：レガシー,0,131,False
346,グランドカンパニークエスト：レガシー,0,131,False
