#,Name,Unknown0,Description,Unknown1,Unknown2,StartsWithVowel,Unknown3,Unknown4,Unknown5
59,Alphinaud & Alisaie,Alphinaud & Alisaie,"“Il y a une autre façon de guérir les maux dont souffre le monde, et je la trouverai !”
“Même si nos méthodes sont différentes, nous poursuivons, toi et moi, le même but. Gageons que nos chemins se rencontreront à nouveau.”",0,0,1,1,0,1
60,Louisoix,Louisoix,"“Vous êtes la lumière qui a guidé et rallié les hommes et les femmes de ce pays. Là où les gens se rassemblent, la vie naît. Et tant qu'il y a de la vie, il y a de l'espoir. Il ne m'en faut pas plus.”",0,0,0,1,0,1
61,Bahamut,Bahamut,"Emprisonné des millénaires durant dans la petite lune Dalamud, le Primordial ancestral a retrouvé sa liberté lorsque sa cage se disloqua au cours de sa chute pendant la bataille de Carteneau. Immédiatement, cet être impitoyable se mit à semer la destruction aux quatre coins d'Éorzéa, marquant ainsi le début de la 7e ère ombrale.",0,0,0,1,0,1
62,Hildibrand & Nashu Mhakaracca,Hildibrand & Nashu Mhakaracca,"“Je suis le célèbre, l'unique, le vrai Hildibraaaand !!”
“Et sa fidèle assistante Nashu, c'est moi !”",0,0,0,1,0,1
63,Nanamo,Nanamo,"“Notre véritable trésor, c'est vous, citoyens d'Ul'dah ! Votre savoir, votre courage, votre générosité et votre sourire sont ce que nous avons de plus précieux. Chers compatriotes ! Rejoignez-nous et aidez-nous à mener Éorzéa à la prospérité !”",0,0,0,1,1,1
64,Gaius,Gaius,"“Un dirigeant incompétent ne peut mener son peuple qu'à la vénération d'idoles corrompues, un chemin qui conduit à l'affaiblissement et à la mort. En conséquence, ce sont les puissants qui doivent diriger les civilisations. Cette vérité est la clef du salut de cette terre où règne le mensonge.”",0,0,0,1,0,1
65,Merlwyb,Merlwyb,"“La victoire est comme la mer, elle sourit à ceux qui savent mener leurs hommes et faire face à l'adversité quoi qu'il arrive. Écoute-moi, ô fier peuple de marins ! Vois notre glorieux pavillon écarlate flotter au vent !”",0,0,0,1,1,1
66,Kan-E-Senna,Kan-E-Senna,"“Parfois souples comme un saule, parfois forts comme un chêne, il nous faudra tenir. Car le jour où un vent destructeur soufflera dans notre forêt est proche. Nous autres, Gridaniens, sommes un peuple pacifique, mais nous ne tremblons pas face à l'agresseur.”",0,0,0,1,1,1
67,Raubahn,Raubahn,"“Hahaha ! J'aime les champs de bataille. On y apprend souvent de nos ennemis, et nos amis ne sont pas toujours ceux que l'on croit ! Ensemble, nous vaincrons ! Pour Sa Grâce Nanamo Ul Namo ! Pour la gloire d'Ul'dah !”",0,0,0,1,0,1
68,Guerrier de la Lumière,Guerrier de la Lumière,“La lumière ne faiblira jamais !”,0,0,0,1,0,1
69,Firion,Firion,“Je rêve de roses... D'un monde rempli de roses sauvages.”,0,0,0,1,0,1
70,chevalier Oignon,chevaliers Oignon,“Être petit a ses avantages.”,0,0,0,1,0,0
71,Cécil Harvey,Cécil Harvey,"“Nous vous l'avons déjà expliqué, c'est aussi notre combat.”",0,0,0,1,0,1
72,Bartz,Bartz,“J'ai promis à mon père avant qu'il ne meure que je voyagerais à travers le monde. Et puis... On dirait que le vent m'appelle.”,0,0,0,1,0,1
73,Terra,Terra,“Ne vous inquiétez pas. Je suis certaine que la paix régnera bientôt !”,0,0,0,1,1,1
74,Cloud,Cloud,“Je ne peux plus rester enfermé dans cette illusion... Je vais vivre ma vie sans faire semblant.”,0,0,0,1,0,1
75,Squall,Squall,“Personne ne parlera de moi au passé !!!”,0,0,0,1,0,1
76,Djidane,Djidane,“Il faut une raison pour sauver les gens ?”,0,0,0,1,0,1
77,Tidus,Tidus,"“Yuna est là-bas, alors on y va et on la récupère ! Point final !”",0,0,0,1,0,1
78,Shantotto,Shantotto,"“Oh ! Voilà que vous me faites perdre mon calme, je suis blême !”",0,0,0,1,1,1
79,Vaan,Vaan,“Qui a parlé de force ? Tu vas réussir. Tu as de bons amis.”,0,0,0,1,0,1
80,Lightning,Lightning,"“Le problème n'est pas de savoir si on *peut*. Il y a des choses qu'on *doit* faire, c'est tout.”",0,0,0,1,1,1
81,gaélichat,gaélichats,"Une créature mystérieuse dotée d'un corps de félin et d'ailes de chauve-souris. Certains savants avancent qu'elle appartiendrait au règne animal, tandis que d'autres affirment qu'il s'agit d'un démon appartenant au onzième rang de la Hiérarchie du néant. La seule chose qui soit certaine, c'est qu'elle possède une in­tel­li­gence fine et vive, qui lui permet d'agir rapidement.",0,0,0,1,0,0
82,Vanu Vanu,Vanu Vanu,"Les Vanu Vanu sont une tribu d'hommes-hiboux qui vit sur les îles flottantes de L'Écume des cieux d'Abalathia. Complètement isolés du reste du monde jusqu'à l'apparition des premiers aéronefs, ils ont récemment pris conscience des menaces qui pèsent sur leur territoire, et ont renforcé leur vigilance à l'égard des visiteurs de la surface.",0,0,0,1,0,0
83,Gnathe,Gnathes,"Les Gnathes sont une tribu d'hommes-insectes qui vit dans les confins méridionaux de l'Avant-pays dravanien. Chasseurs avant tout, ils ont appris à protéger leur territoire des dragons en faisant brûler des substances résineuses, comme le benjoin. Au centre de leur société se trouve une sorte de roi appelé “l'Éveillé”, un catalyseur qui unit les volontés de ses sujets sans avoir recours à la parole.",0,0,0,1,0,0
84,Yugiri,Yugiri,“Nous autres Domiens désirons plus que tout nous venger de l'Empire ; et la première étape consiste à réduire leur influence en Éorzéa pour éviter que la tragédie qui a frappé notre pays ne se reproduise.”,0,0,0,1,1,1
85,gros chocobo,gros chocobos,"Un chocobo dont l'appétit insatiable et l'absence totale de volonté ont abouti à un corps qui s'apparente plus à celui d'un béhémoth qu'à celui d'un oiseau. D'après certaines légendes du folklore gobelin, ce volatile surdimensionné serait vénéré comme un dieu dans le monde d'en bas. (Il est à noter, cependant, qu'aucun élément permettant de vérifier la pertinence de ce mythe n'a pu être trouvé.)",0,0,0,1,0,0
86,griffon,griffons,"Une créature ailée majestueuse qui habite dans les étendues sauvages des montagnes d'Abalathia. Dotée d'une acuité visuelle ex­cep­tion­nelle, ce grand volatile traque ses proies depuis les hauteurs et se jette sur elles tel un projectile pour les lacérer à l'aide de ses puissantes serres. Symbole de courage et de férocité, le griffon orne le blason de la nation déchue d'Ala Mhigo.",0,0,0,1,0,0
87,Tioman,Tioman,"Un dragon puissant et effroyable vivant au sommet de Sohm Al. Fidèle servante de Nidhogg, sa puissance de destruction égale presque celle de son maître. Les Ishgardais la surnomment “Le dragon noir” en raison de ses écailles, prétendument plus sombres qu'une nuit sans étoiles.",0,0,0,1,0,1
88,Estinien,Estinien,"“Prépare-toi à souffrir, Nidhogg. Bientôt je transpercerai ton cœur de ma lance et je répandrai tes entrailles dans tout le Coerthas !”",0,0,1,1,0,1
89,Lucia,Lucia,“Ceux qui restent obsédés par le passé ne peuvent pas avancer vers l'avenir.”,0,0,0,1,1,1
90,Ysayle,Ysayle,"“Imbécile... Comment peux-tu être aussi lucide et aveugle à la fois ? Toi, plus que tous les autres, devrais comprendre les souffrances que la guerre inflige... qu'aucun sacrifice n'est trop grand pour maintenir la paix.”",0,0,1,1,1,1
91,Hilda,Hilda,"“C'est que j'ai envie de botter des fesses de nobliaux, moi, et c'est pas tous les jours que j'en ai l'occasion ! Vous pouvez compter sur moi et mes hommes pour faire la révolution ! Plutôt deux fois qu'une !”",0,0,1,1,1,1
92,Matoya,Matoya,"“Un jour, ton insolence te coûtera ta queue, ma petite Y'shtola. Tu ne pourras pas dire que je ne t'avais pas prévenue.”",0,0,0,1,1,1
93,Edmont de Fortemps,Edmont de Fortemps,"“Lorsque Haurchefant m'a demandé de vous accueillir chez nous, il vous a qualifiée d'espoir incarné. À l'époque, je me suis dit que ce n'était qu'une envolée lyrique de sa part, mais je me rends compte désormais qu'il décrivait juste la réalité.”",0,0,1,1,0,1
94,Byblos,Byblos,"Une créature menaçante qui garde la porte de la section interdite de la Grande bibliothèque de Gubal. Invoquée du néant par des mages sharlayanais, elle continue d'accomplir fidèlement son devoir ; cer­tai­ne­ment plus par contrainte que par choix...",0,0,0,1,0,1
95,Haurchefant,Haurchefant,“Et puis pourquoi tu ne m'as pas appelé ? Je serais allé combattre à tes côtés sans hésiter ! La chaleur de nos deux corps luttant côte à côte aurait fait fondre la glace de Manteneige !”,0,0,1,1,0,1
96,Aymeric,Aymeric,"“Il y a des personnes qui croient que la foi est un renoncement au libre arbitre, qu'il est uniquement possible de recevoir la grâce de la Conquérante en se dévouant corps et âme à son service. Une telle dévotion peut être utile à un chevalier sur la ligne de front, mais elle l'est cer­tai­ne­ment moins pour un meneur d'hommes.”",0,0,1,1,0,1
97,Ravana,Ravana,"Surnommé “le Maître des lames”, Ravana est la divinité protectrice des Gnathes. Seigneur du combat et de la guerre, le Primordial respecte la force et abhorre toute forme de faiblesse. Croyant que le rituel de combat est sacré, il se complaît dans la bataille avec des adversaires dignes, brandissant ses épées légendaires : les Chandrahas.",0,0,0,1,0,1
98,Bismarck,Bismarck,"Longtemps considéré comme une légende par les humains, le Migrateur des brumes est apparu en Éorzéa en réponse aux ferventes prières des Vanu Vanu. Les hommes-hiboux vénèrent cette grande baleine blanche comme un dieu, convaincus qu'elle aurait conduit leurs ancêtres sur leur île natale. Grâce à son évent, elle crache de puissants jets d'eau afin d'épurer les cieux des dangers qui menacent ses adorateurs.",0,0,0,1,0,1
